Probe id	Gene name	Entrez gene id	Chromosome	Start	End	Cytoband	RefSeq(mRNA)	RefSeq(protein)	miRNA Accession #	MirBase Name	BR:MCF7	BR:MDA-MB-231	BR:HS 578T	BR:BT-549	BR:T-47D	CNS:SF-268	CNS:SF-295	CNS:SF-539	CNS:SNB-19	CNS:SNB-75	CNS:U251	CO:COLO 205	CO:HCC-2998	CO:HCT-116	CO:HCT-15	CO:HT29	CO:KM12	CO:SW-620	LE:CCRF-CEM	LE:HL-60(TB)	LE:K-562	LE:MOLT-4	LE:RPMI-8226	LE:SR	ME:LOX IMVI	ME:MALME-3M	ME:M14	ME:SK-MEL-2	ME:SK-MEL-28	ME:SK-MEL-5	ME:UACC-257	ME:UACC-62	ME:MDA-MB-435	ME:MDA-N	LC:A549/ATCC	LC:EKVX	LC:HOP-62	LC:HOP-92	LC:NCI-H226	LC:NCI-H23	LC:NCI-H322M	LC:NCI-H460	LC:NCI-H522	OV:IGROV1	OV:OVCAR-3	OV:OVCAR-4	OV:OVCAR-5	OV:OVCAR-8	OV:SK-OV-3	OV:NCI/ADR-RES	PR:PC-3	PR:DU-145	RE:786-0	RE:A498	RE:ACHN	RE:CAKI-1	RE:RXF 393	RE:SN12C	RE:TK-10	RE:UO-31
hsa-miR-342-5p	-	-	14	100576011	100576075	-	-	-	MI0000805	hsa-mir-342	-1.515	-3.529	-4.41	-3.802	-2.438	-3.595	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-0.993	-3.05	-1.38	-0.134	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-4.374	-3.916	-3.791	-3.176	-2.399	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-2.853	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-345	-	-	14	100774214	100774235	-	-	-	MI0000825	hsa-mir-345	-2.758	-3.514	-4.372	-2.114	-3.412	-2.666	-3.093	-3.862	-4.116	-3.698	-3.202	-3.581	-3.09	-3.398	-3.453	-4.116	-3.687	-3.611	-1.257	-2.545	-1.38	-3.086	-1.867	-2.26	-3.171	-3.345	-3.795	-3.673	-2.607	-3.213	-3.36	-3.306	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-4.149	-3.916	-4.285	-3.176	-2.262	-2.264	-3.07	-3.454	-3.785	-3.145	-3.045	-3.929	-3.366	-4.254	-3.624	-2.894	-3.955	-4.467	-3.496	-4.143	-3.162	-3.964
hsa-miR-770-5p	-	-	14	101318747	101318769	-	-	-	MI0005118	hsa-mir-770	-3.517	-2.621	-3.967	-2.193	-3.146	-1.356	-1.652	-3.588	-3.559	-2.698	-1.241	-3.16	-3.282	-2.751	-3.089	-4.116	-3.687	-2.239	-1.244	-2.07	-1.38	-3.201	-2.905	-2.26	-2.159	-3.345	-1.755	-3.673	-2.607	-3.213	-3.36	-2.815	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-2.476	-3.916	-4.285	-1.654	-3.903	-2.977	-3.07	-3.454	-3.785	-1.401	-2.968	-3.929	-3.366	-2.32	-3.624	-2.894	-1.361	-2.694	-3.398	-1.299	-3.162	-2.104
hsa-miR-493*	-	-	14	101335413	101335434	-	-	-	MI0003132	hsa-mir-493	-3.808	-3.529	-0.302	-3.195	-3.412	-0.237	-3.058	-2.297	0.275	-3.671	-2.13	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.061	-4.328	-3.3	-3.606	-0.084	-0.432	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-2.566	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-337-3p	-	-	14	101340853	101340912	-	-	-	MI0000806	hsa-mir-337	-4.002	-3.529	-1.826	-3.482	-3.412	-1.694	-3.093	-3.862	-1.69	-3.698	-3.185	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-0.713	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.448	-2.607	-3.213	-3.197	-4.186	-3.228	-2.037	-2.634	-4.328	-3.497	-3.606	-1.711	-2.506	-4.285	-3.176	-3.039	-4.028	-3.07	-3.45	-3.785	-3.661	-3.045	-3.783	-3.366	-4.34	-3.624	-2.894	-3.53	-4.374	-3.496	-4.517	-3.046	-3.998
hsa-miR-337-5p	-	-	14	101340853	101340912	-	-	-	MI0000806	hsa-mir-337	-4.002	-3.529	-0.827	-3.175	-3.412	-0.897	-3.003	-2.977	-0.147	-3.698	-2.386	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.454	-4.328	-3.494	-3.606	-1.415	-1.265	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.489	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-431	-	-	14	101347364	101347384	-	-	-	MI0001721	hsa-mir-431	-4.002	-3.529	-2.258	-2.767	-3.412	-1.505	-3.093	-3.722	-1.269	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.824	-4.328	-3.497	-3.606	-0.632	-0.705	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-431*	-	-	14	101347364	101347384	-	-	-	MI0001721	hsa-mir-431	-3.004	-2.833	-3.526	-1.56	-3.412	-1.777	-1.553	-3.514	-3.439	-2.522	-1.502	-3.447	-3.092	-1.617	-1.577	-4.116	-3.077	-0.31	-0.834	0.182	-1.38	-3.201	-2.905	-2.26	-2.392	-3.345	-1.173	-3.673	-2.607	-3.213	-3.36	-2.717	-3.228	-3.097	-2.891	-4.328	-3.497	-3.553	-2.445	-3.916	-4.285	-2.178	-3.859	-1.516	-2.909	-3.044	-3.785	-1.504	-3.045	-3.929	-3.366	-1.682	-3.624	-2.894	-1.416	-2	-3.496	-2.721	-3.098	-1.538
hsa-miR-127-3p	-	-	14	101349373	101349394	-	-	-	MI0000472	hsa-mir-127	-3.033	-3.529	0.225	-1.488	-3.412	1.112	-1.022	-1.619	1.08	-2.582	-0.492	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.497	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-0.783	-4.328	-2.484	-3.606	1.268	0.15	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-1.03	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-432	-	-	14	101350834	101350856	-	-	-	MI0003133	hsa-mir-432	-3.713	-3.529	-1.728	-2.345	-3.412	-0.863	-2.865	-3.47	-0.583	-3.136	-2.616	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-3.403	-1.922	-2.219	-1.38	-3.201	-2.905	-2.26	-3.252	-3.345	-2.757	-3.673	-2.607	-3.213	-3.36	-3.587	-3.228	-3.532	-2.24	-4.328	-3.497	-3.606	-0.491	-0.611	-4.216	-2.189	-3.903	-3.901	-3.07	-3.454	-3.785	-2.404	-3.045	-3.929	-3.366	-3.064	-3.501	-2.894	-0.812	-2.993	-3.496	-2.707	-3.162	-2.671
hsa-miR-136	-	-	14	101351054	101351076	-	-	-	MI0000475	hsa-mir-136	-3.909	-3.529	-0.713	-2.677	-3.412	-0.54	-1.447	-2.556	-	-3.266	-1.442	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-1.644	-4.328	-3.067	-3.606	-0.957	-1.077	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-1.864	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-370	-	-	14	101377524	101377545	-	-	-	MI0000778	hsa-mir-370	-4.002	-3.529	-3.012	-3.028	-3.412	-2.58	-3.093	-3.798	-2.146	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-2.297	-3.167	-1.38	-3.201	-2.561	-2.26	-3.527	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.137	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-3.172	-3.452	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.549	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.879	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-379	-	-	14	101488409	101488429	-	-	-	MI0000787	hsa-mir-379	-4.002	-3.529	-0.852	-2.643	-3.412	-0.88	-2.793	-3.256	-0.424	-3.698	-2.363	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.353	-3.201	-2.905	-2.26	-4.257	-3.285	-3.98	-3.673	-2.607	-3.031	-3.36	-4.655	-3.153	-3.532	-1.896	-4.328	-3.497	-3.606	-1.646	-1.108	-4.285	-3.176	-3.903	-4.028	-3.07	-3.372	-3.585	-3.661	-3.045	-3.929	-3.276	-4.34	-3.459	-2.894	-2.83	-4.513	-2.621	-4.549	-3.162	-3.998
hsa-miR-299-3p	-	-	14	101490138	101490191	-	-	-	MI0000744	hsa-mir-299	-4.002	-3.529	-1.607	-3.146	-3.412	-2.138	-3.008	-3.862	-1.544	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.841	-4.328	-3.497	-3.606	-3.349	-2.296	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.724	-3.661	-3.045	-3.929	-3.277	-4.34	-3.624	-2.89	-3.167	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-299-5p	-	-	14	101490138	101490191	-	-	-	MI0000744	hsa-mir-299	-4.002	-3.529	-0.084	-1.868	-3.412	-0.669	-1.759	-3.196	-0.087	-3.523	-2.06	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.139	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.319	-3.228	-2.056	-2.095	-4.328	-3.497	-3.606	-1.561	-1.464	-4.285	-3.176	-3.274	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-2.469	-4.33	-3.496	-4.549	-3.162	-3.998
hsa-miR-758	-	-	14	101492409	101492430	-	-	-	MI0003757	hsa-mir-758	-4.002	-3.529	-2.259	-3.802	-3.412	-1.265	-3.093	-3.862	-1.916	-3.698	-3.172	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-2.57	-2.486	-4.328	-3.497	-3.606	-2.223	-2.003	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.605	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-329	-	-	14	101493172	101493193	-	-	-	MI0001725	hsa-mir-329-1	-4.002	-3.529	-2.458	-3.802	-3.412	-1.232	-3.093	-3.862	-1.289	-3.698	-2.994	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.078	-2.752	-4.328	-3.497	-3.606	-1.29	-2.137	-4.285	-3.176	-3.812	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-329(2)	-	-	14	101493489	101493510	-	-	-	MI0001726	hsa-mir-329-2	-4.002	-3.529	-2.458	-3.802	-3.412	-1.232	-3.093	-3.862	-1.289	-3.698	-2.994	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.078	-2.752	-4.328	-3.497	-3.606	-1.29	-2.137	-4.285	-3.176	-3.812	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-494	-	-	14	101496019	101496040	-	-	-	MI0003134	hsa-mir-494	2.183	2.719	1.488	5.377	2.246	3.68	3.046	2.655	2.918	2.914	3.286	3.606	3.758	2.45	2.617	2.743	3.475	3.339	7.021	3.834	2.987	2.183	3.66	5.278	3.241	2.097	3.46	1.946	2.857	2.282	2.719	4.568	1.94	2.052	3.124	3.531	2.388	3.331	3.272	1.707	1.229	3.645	1.264	3.138	2.062	1.25	0.904	4.368	1.692	0.864	2.268	3.292	1.077	3.94	3.97	2.655	2.957	3.309	2.679	3.043
hsa-miR-543	-	-	14	101498371	101498392	-	-	-	MI0005565	hsa-mir-543	-4.002	-3.529	-1.775	-3.334	-3.412	-1.003	-2.913	-3.69	-1.044	-3.698	-2.644	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.498	-4.328	-3.443	-3.606	-0.222	-1.216	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-2.163	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-495	-	-	14	101500142	101500163	-	-	-	MI0003135	hsa-mir-495	-3.702	-3.529	-0.81	-2.62	-3.412	-0.19	-2.643	-2.724	-0.114	-3.473	-2.045	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-1.492	-4.328	-2.775	-3.606	0.634	-0.293	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-1.466	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-376c	-	-	14	101506070	101506090	-	-	-	MI0000776	hsa-mir-376c	-2.664	-3.529	1.17	-1.18	-3.412	1.512	-0.064	-0.754	1.844	-1.797	0.012	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.611	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	0.285	-4.146	-1.148	-3.606	1.304	0.768	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.21	-4.34	-3.624	-2.894	-0.223	-4.513	-2.547	-4.549	-3.162	-3.998
hsa-miR-376a	-	-	14	101506456	101506476	-	-	-	MI0003529	hsa-mir-376a-2	-2.912	-3.529	0.998	-1.049	-3.412	1.436	-0.164	-0.943	1.696	-2.198	-0.426	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.652	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-0.306	-4.328	-1.534	-3.606	1.3	0.938	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.357	-4.34	-3.624	-2.894	-0.254	-4.513	-3.115	-4.549	-3.162	-3.998
hsa-miR-654-3p	-	-	14	101506572	101506628	-	-	-	MI0003676	hsa-mir-654	-3.856	-3.529	-0.401	-2.371	-3.412	0.114	-2.265	-2.835	0.031	-3.426	-1.372	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.073	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.38	-3.228	-2.212	-1.341	-4.328	-3.187	-3.606	-0.448	-0.656	-4.285	-3.176	-3.292	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-2.054	-4.398	-3.496	-4.549	-3.162	-3.998
hsa-miR-654-5p	-	-	14	101506572	101506628	-	-	-	MI0003676	hsa-mir-654	-4.002	-3.529	-4.109	-2.874	-3.412	-3.188	-3.093	-3.862	-3.138	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-1.507	-3.167	-1.38	-3.201	-2.793	-2.26	-3.697	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-3.686	-3.228	-2.705	-2.891	-4.328	-3.497	-3.606	-3.507	-3.834	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.365	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.773	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-376b	-	-	14	101506835	101506856	-	-	-	MI0002466	hsa-mir-376b	-4.002	-3.529	-1.003	-3.577	-3.412	-0.195	-2.789	-3.345	-0.58	-3.698	-2.039	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.17	-4.328	-3.464	-3.606	-0.578	-1.156	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-2.117	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-376a(2)	-	-	14	101507163	101507183	-	-	-	MI0000784	hsa-mir-376a-1	-2.912	-3.529	0.998	-1.049	-3.412	1.436	-0.164	-0.943	1.696	-2.198	-0.426	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.652	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-0.306	-4.328	-1.534	-3.606	1.3	0.938	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.357	-4.34	-3.624	-2.894	-0.254	-4.513	-3.115	-4.549	-3.162	-3.998
hsa-miR-381	-	-	14	101512306	101512327	-	-	-	MI0000789	hsa-mir-381	-4.002	-3.529	-0.191	-2.871	-3.412	-0.269	-1.986	-3.064	-0.422	-3.525	-1.208	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.23	-0.682	-4.328	-3.057	-3.606	-1.285	-0.765	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-1.611	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-487b	-	-	14	101512843	101512864	-	-	-	MI0003530	hsa-mir-487b	-1.824	-1.373	0.097	-0.935	-1.998	0.779	-0.164	-1.314	0.745	-1.106	0.419	-1.966	-2.398	-1.522	-2.268	-3.412	-3.139	-1.293	-1.103	-1.363	-1.38	-3.201	-2.522	-2.26	-1.741	-3.345	-0.963	-3.673	-2.607	-3.041	-2.423	-1.717	-3.228	-2.926	-0.355	-3.381	-1.722	-3.472	0.497	0.734	-3.754	-0.794	-3.903	-2.065	-3.07	-3.454	-3.761	-0.425	-2.377	-3.238	-2.899	-1.185	-3.129	-2.838	0.048	-1.53	-2.256	0.112	-2.926	-0.953
hsa-miR-539	-	-	14	101513667	101513688	-	-	-	MI0003514	hsa-mir-539	-4.002	-3.529	-2.896	-3.802	-3.412	-3.129	-3.093	-3.862	-2.382	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-2.817	-1.444	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-382	-	-	14	101520654	101520675	-	-	-	MI0000790	hsa-mir-382	-4.002	-3.529	-1.128	-3.609	-3.412	-0.974	-2.787	-3.3	-0.431	-3.698	-2.447	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.773	-4.328	-3.497	-3.606	-1.301	-1.481	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.119	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-134	-	-	14	101521032	101521053	-	-	-	MI0000474	hsa-mir-134	-3.047	-2.461	-2.4	-0.847	-3.169	-1.445	-2.695	-2.769	-2.081	-2.308	-2.399	-2.743	-0.578	-2.139	-3.163	-3.958	-2.347	-2.906	0.014	-2.234	-1.38	-3.138	0.402	-1.4	-0.252	-2.071	-2.208	-2.947	-2.368	-0.775	-2.804	-2.006	-3.228	-3.487	-2.746	-3.243	-3.263	-2.485	-2.07	-2.87	-4.012	-1.704	-3.903	-2.698	-3.07	-3.454	-3.785	-1.819	-3.045	-3.351	-3.276	-2.76	-3.624	-2.894	-0.734	-2.279	-3.036	-2.74	-2.536	-1.691
hsa-miR-154	-	-	14	101526107	101526128	-	-	-	MI0000480	hsa-mir-154	-4.002	-3.529	-2.23	-3.602	-3.412	-1.89	-3.093	-3.752	-1.239	-3.698	-2.87	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.197	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-2.339	-2.419	-4.328	-3.497	-3.606	-1.586	-2.148	-4.285	-3.176	-3.392	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.213	-4.482	-3.496	-4.549	-3.162	-3.998
hsa-miR-154*	-	-	14	101526107	101526128	-	-	-	MI0000480	hsa-mir-154	-4.002	-3.529	-1.011	-2.966	-3.412	-0.338	-2.22	-2.982	-0.548	-3.698	-1.853	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.45	-1.439	-4.328	-2.923	-3.606	-0.642	-0.05	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-2.464	-4.513	-3.489	-4.549	-3.162	-3.998
hsa-miR-377	-	-	14	101528432	101528453	-	-	-	MI0000785	hsa-mir-377	-3.31	-3.529	0.472	-1.442	-3.412	0.713	-0.777	-1.586	1.063	-2.608	-0.595	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-0.354	-4.328	-1.941	-3.606	0.625	0.513	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-0.774	-4.513	-3.3	-4.549	-3.162	-3.998
hsa-miR-409-3p	-	-	14	101531684	101531705	-	-	-	MI0001735	hsa-mir-409	-3.856	-3.529	-0.134	-2.162	-3.412	0.201	-1.948	-2.448	0.613	-3.095	-1.299	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.227	-1.247	-4.328	-3.154	-3.606	-0.103	-0.053	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-2.143	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-203	-	-	14	104583807	104583828	-	-	-	MI0000283	hsa-mir-203	3.507	-3.529	-4.41	-3.802	2.724	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	0.802	2.298	-0.539	1.885	-1.35	-1.684	-1.913	-3.545	-3.167	-1.38	-3.201	-2.426	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.335	-3.228	-3.532	-2.891	-0.214	-3.497	-3.606	-4.374	-2.608	1.166	-3.176	-3.903	-4.028	-1.022	0.297	-2.23	-1.583	-3.014	-1.104	-3.366	-4.34	-3.624	-2.105	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-211	-	-	15	31357297	31357318	-	-	-	MI0000287	hsa-mir-211	-4.002	-3.529	-4.41	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.056	-3.687	-4.388	-3.545	-3.167	-0.391	-3.201	-2.456	-2.26	-4.257	3.177	3.243	-0.389	4.289	3.757	3.602	-3.138	0.628	-0.625	-2.589	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-2.779	-4.028	-3.07	-2.877	-3.785	-3.661	-3.045	-3.008	-3.366	-4.34	-3.335	-2.894	-3.962	-4.151	-3.496	-4.2	-2.776	-3.998
hsa-miR-629	-	-	15	70371725	70371785	-	-	-	MI0003643	hsa-mir-629	-3.108	-3.445	-3.804	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.404	-3.202	-3.647	-3.615	-3.175	-3.453	-4.116	-3.687	-2.252	-2.919	-3.167	-1.38	-3.201	-2.905	-1.698	-3.488	-3.345	-2.757	-3.673	-2.607	-3.213	-3.36	-3.966	-3.228	-3.532	-2.888	-2.778	-3.484	-2.726	-4.374	-3.552	-3.414	-2.171	-3.903	-2.019	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-3.045	-3.624	-2.894	-3.701	-4.069	-3.496	-4.327	-3.162	-3.314
