ROWNAME	Name	TissueType	DataSource	OncoTree1	OncoTree2	OncoTree3	OncoTree4
456	JK-1	haematopoietic_and_lymphoid_tissue: blast_phase_chronic_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
457	JL-1	pleura: mesothelioma	CCLE	Mesothelium	Mesothelioma (MESO)	NA	NA
458	JM1	haematopoietic_and_lymphoid_tissue: B_cell_lymphoma_unspecified	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
459	JMSU-1	urinary_tract: carcinoma	CCLE	Bladder_Urinary_Tract	NA	NA	NA
460	JURKAT	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
461	JURL-MK1	haematopoietic_and_lymphoid_tissue: blast_phase_chronic_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
462	JVM-2	haematopoietic_and_lymphoid_tissue: chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	CCLE	Blood	Leukemia (LEUK)	Chronic Lymphocytic Leukemia (CLL)	NA
463	JVM-3	haematopoietic_and_lymphoid_tissue: chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	CCLE	Blood	Leukemia (LEUK)	Chronic Lymphocytic Leukemia (CLL)	NA
464	K-562	haematopoietic_and_lymphoid_tissue: blast_phase_chronic_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
465	K029AX	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
466	KALS-1	central_nervous_system: glioma	CCLE	Brain_CNS	NA	NA	NA
467	KARPAS-299	haematopoietic_and_lymphoid_tissue: anaplastic_large_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	T-Cell and Natural Killer Lymphoma (TNKL)	Anaplastic Large Cell Lymphoma (ALCL)
468	KARPAS-422	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
469	KARPAS-620	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
470	KASUMI-1	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
471	KASUMI-2	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
472	Kasumi-6	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
473	KATO III	stomach: adenocarcinoma	CCLE	Esophagus_Stomach	Esophagogastric Adenocarcinoma (EGC)	Stomach Adenocarcinoma (STAD)	NA
474	KCI-MOH1	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
475	KCL-22	haematopoietic_and_lymphoid_tissue: blast_phase_chronic_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
476	KE-37	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
477	KE-39	stomach: carcinoma	CCLE	Esophagus_Stomach	NA	NA	NA
478	KE-97	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
479	KELLY	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
480	KG-1	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
481	KG-1-C	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
482	KHM-1B	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
483	Ki-JK	haematopoietic_and_lymphoid_tissue: anaplastic_large_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	T-Cell and Natural Killer Lymphoma (TNKL)	Anaplastic Large Cell Lymphoma (ALCL)
484	KLE	endometrium: adenocarcinoma	CCLE	Uterus	Endometrial Carcinoma (UCEC)	NA	NA
485	KLM-1	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
486	KM-H2	haematopoietic_and_lymphoid_tissue: Hodgkin_lymphoma	CCLE	Lymph	Hodgkin's Lymphoma (HL)	NA	NA
487	KM12	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
488	KMBC-2	urinary_tract: carcinoma	CCLE	Bladder_Urinary_Tract	NA	NA	NA
489	KMM-1	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
490	KMRC-1	kidney: clear_cell_renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	Renal Clear Cell Carcinoma (CCRCC)	NA
491	KMRC-2	kidney: clear_cell_renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	Renal Clear Cell Carcinoma (CCRCC)	NA
492	KMRC-20	kidney: renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
493	KMRC-3	kidney: clear_cell_renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	Renal Clear Cell Carcinoma (CCRCC)	NA
494	KMS-11	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
495	KMS-12-BM	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
496	KMS-18	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
497	KMS-20	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
498	KMS-21BM	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
499	KMS-26	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
500	KMS-27	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
501	KMS-28BM	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
502	KMS-34	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
503	KNS-42	central_nervous_system: glioma	CCLE	Brain_CNS	NA	NA	NA
504	KNS-60	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
505	KNS-62	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
506	KNS-81	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
507	KO52	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
508	KOPN-8	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
509	KP-2	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
510	KP-3	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
511	KP-N-RT-BM-1	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
512	KP-N-SI9s	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
513	KP-N-YN	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
514	KP4	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
515	KPL-1	breast: ductal_carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	Breast Invasive Ductal Carcinoma (IDC)	NA
516	KS-1	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
517	KU-19-19	urinary_tract: transitional_cell_carcinoma	CCLE	Bladder_Urinary_Tract	Bladder Urothelial Carcinoma (BLCA)	NA	NA
518	KU812	haematopoietic_and_lymphoid_tissue: chronic_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
519	KURAMOCHI	ovary: undifferentiated_carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
520	KYM-1	soft_tissue: rhabdomyosarcoma	CCLE	Soft_Tissue	Rhabdomyosarcoma (RMS)	NA	NA
521	KYO-1	haematopoietic_and_lymphoid_tissue: blast_phase_chronic_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
522	KYSE-140	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
523	KYSE-150	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
524	KYSE-180	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
525	KYSE-270	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
526	KYSE-30	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
527	KYSE-410	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
528	KYSE-450	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
529	KYSE-510	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
530	KYSE-520	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
531	KYSE-70	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
532	L-1236	haematopoietic_and_lymphoid_tissue: Hodgkin_lymphoma	CCLE	Lymph	Hodgkin's Lymphoma (HL)	NA	NA
533	L-363	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
534	L-428	haematopoietic_and_lymphoid_tissue: Hodgkin_lymphoma	CCLE	Lymph	Hodgkin's Lymphoma (HL)	NA	NA
535	L-540	haematopoietic_and_lymphoid_tissue: Hodgkin_lymphoma	CCLE	Lymph	Hodgkin's Lymphoma (HL)	NA	NA
536	L3.3	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
537	LAMA-84	haematopoietic_and_lymphoid_tissue: blast_phase_chronic_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
538	LC-1/sq-SF	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
539	LC-1F	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
540	LCLC-103H	lung: large_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
541	LCLC-97TM1	lung: large_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
542	Li-7	liver: hepatocellular_carcinoma	CCLE	Liver	Hepatocellular Carcinoma (HCC)	NA	NA
543	LK-2	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
544	LMSU	stomach: adenocarcinoma	CCLE	Esophagus_Stomach	Esophagogastric Adenocarcinoma (EGC)	Stomach Adenocarcinoma (STAD)	NA
545	LN-18	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
546	LN-215	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
547	LN-229	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
548	LN-235	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
549	LN-319	central_nervous_system: astrocytoma_Grade_III	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
550	LN-340	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
551	LN-428	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
552	LN-443	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
553	LN-464	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
554	LN382	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
555	LNCaP clone FGC	prostate: adenocarcinoma	CCLE	Prostate	NA	NA	NA
556	LNZ308	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
557	LOU-NH91	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
558	Loucy	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
559	LoVo	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
560	LOX IMVI	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
561	LP-1	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
562	LS 180	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
563	LS1034	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
564	LS123	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
565	LS411N	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
566	LS513	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
567	LU65	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
568	LU99	lung: large_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
569	LUDLU-1	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
570	LXF-289	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
571	M-07e	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
572	M059K	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
573	Malme-3M	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
574	MC116	haematopoietic_and_lymphoid_tissue: B_cell_lymphoma_unspecified	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
575	MCAS	ovary: adenocarcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
576	MCF7	breast: carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	NA	NA
577	MDA PCa 2b	prostate: adenocarcinoma	CCLE	Prostate	NA	NA	NA
578	MDA-MB-134-VI	breast: ductal_carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	Breast Invasive Ductal Carcinoma (IDC)	NA
579	MDA-MB-157	breast: ductal_carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	Breast Invasive Ductal Carcinoma (IDC)	NA
580	MDA-MB-175-VII	breast: ductal_carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	Breast Invasive Ductal Carcinoma (IDC)	NA
581	MDA-MB-231	breast: carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	NA	NA
582	MDA-MB-361	breast: carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	NA	NA
583	MDA-MB-415	breast: carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	NA	NA
584	MDA-MB-435S	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
585	MDA-MB-436	breast: carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	NA	NA
586	MDA-MB-453	breast: carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	NA	NA
587	MDA-MB-468	breast: carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	NA	NA
588	MDST8	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
589	ME-1	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
590	MEC-1	haematopoietic_and_lymphoid_tissue: chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	CCLE	Blood	Leukemia (LEUK)	Chronic Lymphocytic Leukemia (CLL)	NA
591	MEC-2	haematopoietic_and_lymphoid_tissue: chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	CCLE	Blood	Leukemia (LEUK)	Chronic Lymphocytic Leukemia (CLL)	NA
592	MEG-01	haematopoietic_and_lymphoid_tissue: blast_phase_chronic_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
593	MEL-HO	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
594	MEL-JUSO	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
595	MES-SA	soft_tissue: sarcoma	CCLE	Soft_Tissue	NA	NA	NA
596	MeWo	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
597	MFE-280	endometrium: adenocarcinoma	CCLE	Uterus	Endometrial Carcinoma (UCEC)	NA	NA
598	MFE-296	endometrium: adenocarcinoma	CCLE	Uterus	Endometrial Carcinoma (UCEC)	NA	NA
599	MFE-319	endometrium: adenocarcinoma	CCLE	Uterus	Endometrial Carcinoma (UCEC)	NA	NA
600	MG-63	bone: osteosarcoma	CCLE	Bone	Osteosarcoma (OS)	NA	NA
601	MHH-CALL-2	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
602	MHH-CALL-3	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
603	MHH-CALL-4	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
604	MHH-ES-1	bone: Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	CCLE	Bone	Ewing Sarcoma (ES)	NA	NA
605	MHH-NB-11	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
606	MIA PaCa-2	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
607	Mino	haematopoietic_and_lymphoid_tissue: mantle_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Mantle Cell Lymphoma (MCL)
608	MJ	haematopoietic_and_lymphoid_tissue: mycosis_fungoides-Sezary_syndrome	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	T-Cell and Natural Killer Lymphoma (TNKL)	NA
609	MKN-45	stomach: diffuse_adenocarcinoma	CCLE	Esophagus_Stomach	Esophagogastric Adenocarcinoma (EGC)	Stomach Adenocarcinoma (STAD)	NA
610	MKN1	stomach: mixed_adenosquamous_carcinoma	CCLE	Esophagus_Stomach	NA	NA	NA
611	MKN7	stomach: tubular_adenocarcinoma	CCLE	Esophagus_Stomach	Esophagogastric Adenocarcinoma (EGC)	Stomach Adenocarcinoma (STAD)	NA
612	MKN74	stomach: tubular_adenocarcinoma	CCLE	Esophagus_Stomach	Esophagogastric Adenocarcinoma (EGC)	Stomach Adenocarcinoma (STAD)	NA
613	ML-1	thyroid: follicular_carcinoma	CCLE	Thyroid	Follicular Thyroid Cancer (THFO)	NA	NA
614	MM1-S	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
615	MOG-G-CCM	central_nervous_system: astrocytoma	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
616	MOG-G-UVW	central_nervous_system: astrocytoma	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
617	MOLM-13	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
618	MOLM-16	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
619	MOLM-6	haematopoietic_and_lymphoid_tissue: blast_phase_chronic_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
620	MOLP-2	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
621	MOLP-8	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
622	MOLT-13	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
623	MOLT-16	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
624	MOLT-4	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
625	MONO-MAC-1	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
626	MONO-MAC-6	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
627	MOR/CPR	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
628	MOTN-1	haematopoietic_and_lymphoid_tissue: T_cell_large_granular_lymphocytic_leukaemia	CCLE	Blood	Leukemia (LEUK)	NA	NA
629	MPP 89	pleura: mesothelioma	CCLE	Mesothelium	Mesothelioma (MESO)	NA	NA
630	MSTO-211H	pleura: mesothelioma	CCLE	Mesothelium	Mesothelioma (MESO)	NA	NA
631	MUTZ-5	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
632	MV-4-11	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
633	NALM-1	haematopoietic_and_lymphoid_tissue: blast_phase_chronic_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
634	NALM-19	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
635	NALM-6	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
636	NAMALWA	haematopoietic_and_lymphoid_tissue: Burkitt_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Burkitt Lymphoma (BL)
637	NB-1	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
638	NB-4	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
639	NCC-StC-K140	stomach: carcinoma	CCLE	Esophagus_Stomach	NA	NA	NA
640	NCI-H1048	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
641	NCI-H1092	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
642	NCI-H1105	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
643	NCI-H1155	lung: large_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
644	NCI-H1184	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
645	NCI-H1299	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
646	NCI-H1339	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
