""	"NSC"	"NAME"	"SMILES"	"CONFIDENTIAL_FLAG"	"MOA"	"FDA_STATUS"	"TOTAL_EXPS"	"TOTAL_EXPS_AFTER_QC"	"PUBCHEM_SID"	"CAS"
"688943"	688943	"(5Z)-5-[(4-methoxyphenyl)methylene]-2-methylsulfanyl-3-(morpholinomethyl)imidazol-4-one"	"COc1ccc(\C=C\2/N=C(SC)N(CN3CCOCC3)C2=O)cc1"	0	""	""	1	1	"5469480"	NA
"688944"	688944	"(5Z)-2-methylsulfanyl-3-(morpholinomethyl)-5-(p-tolylmethylene)imidazol-4-one"	"CSC1=N\C(=C/c2ccc(C)cc2)\C(=O)N1CN3CCOCC3"	0	""	""	1	1	"5469481"	NA
"688945"	688945	"(5Z)-5-[(4-chlorophenyl)methylene]-2-methylsulfanyl-3-(morpholinomethyl)imidazol-4-one"	"CSC1=N\C(=C/c2ccc(Cl)cc2)\C(=O)N1CN3CCOCC3"	0	""	""	1	1	"5469482"	NA
"688946"	688946	"(5Z)-2-methylsulfanyl-3-(morpholinomethyl)-5-(2-thienylmethylene)imidazol-4-one"	"CSC1=N\C(=C/c2cccs2)\C(=O)N1CN3CCOCC3"	0	""	""	1	1	"5469483"	NA
"688949"	688949	"2-(Methylthio)-3-(piperidinomethyl)-5-[(Z)-4-methoxybenzylidene]-1-imidazoline-4-one"	"COc1ccc(\C=C\2/N=C(SC)N(CN3CCCCC3)C2=O)cc1"	0	""	""	1	1	"5469486"	NA
"688951"	688951	"2-(Methylthio)-3-(piperidinomethyl)-5-[(Z)-4-chlorobenzylidene]-1-imidazoline-4-one"	"CSC1=N\C(=C/c2ccc(Cl)cc2)\C(=O)N1CN3CCCCC3"	0	""	""	1	1	"5469488"	NA
"688978"	688978	"perylene-4,9-dione, 5,8-dihydroxy-1,3,10,12-tetramethoxy..."	"CCCC1=C(O)C(=O)c2c(OC)cc(OC)c3c4c(OC)cc(OC)c5C(=O)C(=C(CCC)c(c1c23)c45)O"	0	""	""	2	2	"390875"	NA
"688980"	688980	"2,11-dihydroxy-1,12-bis[(2R)-2-hydroxypropyl]-4,6,7,9-tetramethoxyperylene-3,10-dione"	"COc1cc(OC)c2c3c(OC)cc(OC)c4C(=O)C(=C(C[C@@H](C)O)c(c5C(=C(O)C(=O)c1c25)C[C@@H](C)O)c34)O"	0	""	""	1	1	"390877"	NA
"688991"	688991	"4-(Bromomethyl)pent-4-enoxymethylbenzene"	"BrCC(=C)CCCOCc1ccccc1"	0	""	""	1	1	"390880"	NA
"688992"	688992	"4-(Benzyloxy)-2-hydroxybutanenitrile"	"OC(CCOCc1ccccc1)C#N"	0	""	""	1	1	"390881"	NA
"688993"	688993	"1-Heptylsulfanyl-3-trityloxy-propan-2-ol"	"CCCCCCCSCC(O)COC(c1ccccc1)(c2ccccc2)c3ccccc3"	0	""	""	1	1	"390882"	NA
"688994"	688994	"2-Phenyl-5-(tetrahydro-2H-pyran-2-yloxy)-1,3-dioxane"	"C1CCC(OC2COC(OC2)c3ccccc3)OC1"	0	""	""	1	1	"390883"	NA
"688995"	688995	""	"CCCCCCCCCCCCCCCCOC[C@@H](COC(c1ccccc1)(c2ccccc2)c3ccccc3)OP(=S)OC"	0	NA	NA	1	1	"522173"	NA
"688997"	688997	"2-[4-[3-(4-Methoxyphenyl)-2-phenyl-3,4-dihydropyrazol-5-yl]-5-methyl-2-phenylpyrazol-3-yl]-5-methylphenol"	"COc1ccc(cc1)C2CC(=NN2c3ccccc3)c4c(C)nn(c5ccccc5)c4c6ccc(C)cc6O"	0	""	""	2	2	"390886"	NA
"688998"	688998	"methyl 4-oxo-5H-furo[2,3-b][1,5]benzothiazepine-2-carboxylate"	"COC(=O)c1oc2Sc3ccccc3NC(=O)c2c1"	0	""	""	1	1	"390887"	NA
"689001"	689001	"benzenemethanol, 4-[[(2,5-dihydroxyphenyl)methyl]amino]-..."	"OC(c1ccc(NCc2cc(O)ccc2O)cc1)C(F)(F)F"	0	""	""	1	1	"390890"	NA
"689003"	689003	"acriflavine hydrochloride"	"[Cl-].[Cl-].C[n+]1c2cc(N)ccc2cc3ccc(N)cc13.Nc4ccc5cc6ccc(N)cc6nc5c4"	0	NA	NA	1	1	"522181"	"8063249"
"689068"	689068	"11-[2-(1-Piperidyl)ethyl]-5,6-dihydrobenzo[a]carbazole"	"C(Cn1c2c(CCc3ccccc23)c4ccccc14)N5CCCCC5"	0	""	""	1	1	"390893"	NA
"689069"	689069	"4-[2-(5,6-Dihydrobenzo[a]carbazol-11-yl)ethyl]morpholine"	"C(Cn1c2c(CCc3ccccc23)c4ccccc14)N5CCOCC5"	0	""	""	1	1	"390894"	NA
"689070"	689070	"5,6-Dihydro-11-[2-(dimethylamino)ethyl]-11H-benzo[a]carbazole"	"CN(C)CCn1c2c(CCc3ccccc23)c4ccccc14"	0	""	""	1	1	"390895"	NA
"689073"	689073	"4-[2-(2-Methoxy-5,6-dihydrobenzo[a]carbazol-11-yl)ethyl]morpholine"	"COc1ccc2CCc3c(c2c1)n(CCN4CCOCC4)c5ccccc35"	0	""	""	1	1	"390898"	NA
"689081"	689081	"5,6-Dihydro-3,8-dimethoxy-11-[2-(dimethylamino)ethyl]-11H-benzo[a]carbazole"	"COc1ccc2c(CCc3c2n(CCN(C)C)c4ccc(OC)cc34)c1"	0	""	""	1	1	"390906"	NA
"689131"	689131	"4-(4-Methoxyphenyl)-9-phenyl-4,20-diazapentacyclo[11.7.0.02,6.07,12.014,19]icosa-1(13),14,16,18-tetraene-3,5-dione"	"COc1ccc(cc1)N2C(=O)C3C4CC(CCC4c5c([nH]c6ccccc56)C3C2=O)c7ccccc7"	0	""	""	3	2	"390910"	NA
"689132"	689132	"1h,3h-benzo[c]pyrrolo[3,4-a]carbazole-1,3-dione, 2,3a,3b..."	"COc1ccc(cc1)N2C(=O)C3C4CC(CCC4c5c([nH]c6ccc(OC)cc56)C3C2=O)c7ccccc7"	0	""	""	2	2	"390911"	NA
"689133"	689133	"1h,3h-benzo[c]pyrrolo[3,4-a]carbazole-1,3-dione, 2,3a,3b..."	"COc1ccc(cc1)N2C(=O)C3C4CC(CCC4c5c([nH]c6ccc(OCc7ccccc7)cc56)C3C2=O)c8ccccc8"	0	""	""	3	2	"390912"	NA
"689134"	689134	"4-(4-Methoxyphenyl)-18-methyl-9-phenyl-4,20-diazapentacyclo[11.7.0.02,6.07,12.014,19]icosa-1(13),14,16,18-tetraene-3,5-dione"	"COc1ccc(cc1)N2C(=O)C3C4CC(CCC4c5c([nH]c6c(C)cccc56)C3C2=O)c7ccccc7"	0	""	""	1	1	"390913"	NA
"689135"	689135	"16-Fluoro-4-(4-methoxyphenyl)-9-phenyl-4,20-diazapentacyclo[11.7.0.02,6.07,12.014,19]icosa-1(13),14(19),15,17-tetraene-3,5-dione"	"COc1ccc(cc1)N2C(=O)C3C4CC(CCC4c5c([nH]c6ccc(F)cc56)C3C2=O)c7ccccc7"	0	""	""	1	1	"390914"	NA
"689136"	689136	"4-(4-Methoxyphenyl)-9-propan-2-yl-4,20-diazapentacyclo[11.7.0.02,6.07,12.014,19]icosa-1(13),14,16,18-tetraene-3,5-dione"	"COc1ccc(cc1)N2C(=O)C3C4CC(CCC4c5c([nH]c6ccccc56)C3C2=O)C(C)C"	0	""	""	1	1	"390915"	NA
"689137"	689137	"16-Methoxy-4-(4-methoxyphenyl)-9-propan-2-yl-4,20-diazapentacyclo[11.7.0.02,6.07,12.014,19]icosa-1(13),14(19),15,17-tetraene-3,5-dione"	"COc1ccc(cc1)N2C(=O)C3C4CC(CCC4c5c([nH]c6ccc(OC)cc56)C3C2=O)C(C)C"	0	""	""	2	2	"390916"	NA
"689138"	689138	"1h,3h-benzo[c]pyrrolo[3,4-a]carbazole-1,3-dione, 2,3a,3b..."	"COc1ccc(cc1)N2C(=O)C3C4CC(CCC4c5c([nH]c6ccc(OCc7ccccc7)cc56)C3C2=O)C(C)C"	0	""	""	2	2	"390917"	NA
"689139"	689139	"4-(4-Methoxyphenyl)-16-methyl-9-propan-2-yl-4,20-diazapentacyclo[11.7.0.02,6.07,12.014,19]icosa-1(13),14(19),15,17-tetraene-3,5-dione"	"COc1ccc(cc1)N2C(=O)C3C4CC(CCC4c5c([nH]c6ccc(C)cc56)C3C2=O)C(C)C"	0	""	""	1	1	"390918"	NA
"689140"	689140	"1h,3h-benzo[c]pyrrolo[3,4-a]carbazole-1,3-dione, 2,3a,3b..."	"COc1ccc(cc1)N2C(=O)C3C4CC(CCC4c5c([nH]c6ccc(C)cc56)C3C2=O)c7ccccc7"	0	""	""	2	2	"390919"	NA
"689141"	689141	"4-(4-Methoxyphenyl)-18-methyl-9-propan-2-yl-4,20-diazapentacyclo[11.7.0.02,6.07,12.014,19]icosa-1(13),14,16,18-tetraene-3,5-dione"	"COc1ccc(cc1)N2C(=O)C3C4CC(CCC4c5c([nH]c6c(C)cccc56)C3C2=O)C(C)C"	0	""	""	1	1	"390920"	NA
"689176"	689176	"6-Methylsulfanyl-9-oxo-5,7,10,17-tetrazatetracyclo[8.7.0.03,8.011,16]heptadeca-1,3,5,7,11,13,15-heptaene-2-carbonitrile"	"CSc1ncc2C(=C3Nc4ccccc4N3C(=O)c2n1)C#N"	0	""	""	1	1	"390930"	NA
"689187"	689187	"STK761207"	"C(OC1C2COC(O2)C(OCc3ccccc3)C1OCc4ccccc4)c5ccccc5"	0	""	""	1	1	"390934"	NA
"689193"	689193	"4-(1-Methyl-4-(phenylsulfonyl)-2-cyclohexen-1-yl)-1-butanol"	"CC1(CCCCO)CCC(C=C1)S(=O)(=O)c2ccccc2"	0	""	""	1	1	"390940"	NA
"689194"	689194	"[4-(1-Hydroxycyclohexyl)-5-oxo-tetrahydrofuran-2-yl]methyl benzoate"	"OC1(CCCCC1)C2CC(COC(=O)c3ccccc3)OC2=O"	0	""	""	1	1	"390941"	NA
"689198"	689198	"[2-Benzoyloxy-1-[4-(1-hydroxycyclohexyl)-5-oxo-tetrahydrofuran-2-yl]ethyl] benzoate"	"OC1(CCCCC1)C2CC(OC2=O)C(COC(=O)c3ccccc3)OC(=O)c4ccccc4"	0	""	""	1	1	"390945"	NA
"689201"	689201	""	"COC(=O)C([C@H]1CC[C@H](OCc2ccccc2)[C@@]1(O)COCc3ccccc3)C(C)(O)CCc4ccccc4"	0	NA	NA	1	1	"522259"	NA
"689205"	689205	"1,5-Dimethyltricyclo[3.3.0.02,8]octane-3,7-dione"	"C[C@@]12CC(=O)C3C(C(=O)C1)[C@@]23C"	0	""	""	1	1	"390952"	NA
"689213"	689213	""	"COC(=O)\C=C/COCC1C2CCC(=O)C12"	0	NA	NA	1	1	"522271"	NA
"689222"	689222	"4,6,6-trimethyl-4-[(E)-4-phenylsulfanylbut-1-enyl]norpinan-2-one"	"CC1(CC(=O)C2CC1C2(C)C)\C=C\CCSc3ccccc3"	0	""	""	2	2	"5469503"	NA
"689224"	689224	""	"CCCCCC(OCOCCOC)\C=C\[C@H]1[C@@H](CC(=O)[C@@H]1C(O)CCCCCC(=O)OC)O[Si](C)(C)C(C)(C)C"	0	NA	NA	2	1	"522282"	NA
"689227"	689227	"3-hydroxy-4-[4-[3-(4-isopropylcyclohexanony)butyl]]cyclo..."	"CC(C)C1CCC(=O)CC1CCCCC2CC(=O)CC2O[Si](C)(C)C(C)(C)C"	0	""	""	2	1	"496447"	NA
"689228"	689228	"cyclopentanone, 3-[3-[(2-methoxyethoxy)methoxy]oct-1-eny..."	"CCCCCC(OCOCCOC)\C=C\[C@@H]1CC(=O)C[C@H]1O[Si](C)(C)C(C)(C)C"	0	""	""	2	2	"5351437"	NA
"689278"	689278	""	"Clc1ccccc1\C=C\2/COCC3=C2NC(=S)NC3c4ccccc4Cl"	0	NA	NA	1	1	"522289"	NA
"689280"	689280	""	"Brc1ccc(\C=C\2/COCC3=C2N=C4SCC(=O)N4C3c5ccc(Br)cc5)cc1"	0	NA	NA	1	1	"522291"	NA
"689290"	689290	"Calcein AM"	"CC(=O)OCOC(=O)CN(CC(=O)OCOC(=O)C)Cc1cc2c(Oc3cc(OC(=O)C)c(CN(CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C)cc3C24OC(=O)c5ccccc45)cc1OC(=O)C"	0	NA	NA	1	1	"522299"	NA
"689291"	689291	"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-9-(3,4-dihydroxybutoxycarbonyloxy)-1-hydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate"	"CC(=O)O[C@H]1C(=O)[C@]2(C)[C@H](C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C)OC(=O)OCCC(O)CO"	0	""	""	2	2	"390987"	NA
"689292"	689292	"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-(3,4-dihydroxybutoxycarbonyloxy)-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate"	"CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](OC(=O)OCCC(O)CO)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C"	0	""	""	2	2	"390988"	NA
"689297"	689297	"1h-pyrido[4,3,2-mn]thiazolo[4,5-b]acridin-9-one"	"O=C1c2nc3ccccc3c4ccnc(c5ncsc15)c24"	0	""	""	2	2	"390989"	NA
"689403"	689403	"5,6-Dihydroxynaphthalene-2-carboxylic acid"	"OC(=O)c1ccc2c(O)c(O)ccc2c1"	0	""	""	2	2	"390997"	NA
"689404"	689404	"1,3-Bis(5,6-dihydroxy-2-naphthalenecarboxamido)propane"	"Oc1ccc2cc(ccc2c1O)C(=O)NCCCNC(=O)c3ccc4c(O)c(O)ccc4c3"	0	""	""	2	1	"390998"	NA
"689407"	689407	"3-(3-hydroxyphenyl)-N-[3-[3-(3-hydroxyphenyl)propanoylamino]propyl]propanamide"	"Oc1cccc(CCC(=O)NCCCNC(=O)CCc2cccc(O)c2)c1"	0	""	""	1	1	"391000"	NA
"689410"	689410	"4-[Bis(4-hydroxy-2-oxo-chromen-3-yl)methyl]benzoic acid"	"OC(=O)c1ccc(cc1)C(C2=C(O)c3ccccc3OC2=O)C4=C(O)c5ccccc5OC4=O"	0	""	""	1	1	"54695483"	NA
"689412"	689412	"3-[[4-[(4-Benzoylphenyl)methoxy]phenyl]-(4-hydroxy-2-oxochromen-3-yl)methyl]-4-hydroxychromen-2-one"	"OC1=C(C(C2=C(O)c3ccccc3OC2=O)c4ccc(OCc5ccc(cc5)C(=O)c6ccccc6)cc4)C(=O)Oc7ccccc17"	0	""	""	1	1	"54680779"	NA
"689414"	689414	"4,4'-Dihydroxy-3,3'-dinitrobenzophenone"	"Oc1ccc(cc1[N+](=O)[O-])C(=O)c2ccc(O)c(c2)[N+](=O)[O-]"	0	""	""	1	1	"391007"	NA
"689431"	689431	"n,n-diisopropylbenzamide, 4-[[(2,5-dihydroxyphenyl)-meth..."	"CC(C)N(C(C)C)C(=O)c1ccc(NCc2cc(O)ccc2O)cc1"	0	""	""	1	1	"391016"	NA
"689432"	689432	"tert-Butyl 2-(2-hydroxy-3-phenoxypropyl)hydrazinecarboxylate"	"CC(C)(C)OC(=O)NNCC(O)COc1ccccc1"	0	""	""	1	1	"391017"	NA
"689440"	689440	"Conyzenol-19-succinate"	"C[C@@]1(COC(=O)CCC(=O)O)CCC[C@@]2(C)[C@H](CCC3=CC(=O)OC3)C(=C)CC[C@H]12"	0	""	""	1	1	"391020"	NA
"689441"	689441	"(3aS,5R,9R,9bS)-5,9-dihydroxy-9-methyl-3,6-dimethylidene-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-2-one"	"C[C@@]1(O)CCC2C1[C@H]3OC(=O)C(=C)[C@@H]3C[C@@H](O)C2=C"	0	""	""	1	1	"391021"	NA
"689443"	689443	"hyperbrasilol C"	"CC(C)C(=O)c1c(O)c(CC=C(C)C)c(O)c(CC2=C(O)C(CC=C(C)C)(C(=O)C(C)C)C(=C(C)C2=O)O)c1O"	0	""	""	2	1	"391023"	NA
"689448"	689448	"6,6'-(pyridine-2,6-diyldiethyne-2,1-diyl)dipyridin-2-amine"	"Nc1cccc(n1)C#Cc2cccc(n2)C#Cc3cccc(N)n3"	0	""	""	1	1	"391025"	NA
"689449"	689449	"Neuro_000442"	"CC(C)(C)c1ccc2OCC3(COc4ccc(cc4CNCCNCc5cc(ccc5OC3)C(C)(C)C)C(C)(C)C)COc6ccc(cc6CNCCNCc2c1)C(C)(C)C"	0	""	""	3	1	"391026"	NA
"689466"	689466	"Desmethoxycentaureidin"	"COc1ccc(cc1O)C2=CC(=O)c3c(O)c(OC)c(O)cc3O2"	0	""	""	2	2	"5469524"	NA
"689529"	689529	"N'-(2-Hydroxy-5-methoxybenzylidene)-1-piperidinecarbothiohydrazide"	"COc1ccc(O)c(\C=N\NC(=S)N2CCCCC2)c1"	0	""	""	3	2	"135484939"	NA
"689530"	689530	"N'-(2-Hydroxy-5-(hydroxy(oxido)amino)benzylidene)-1-piperidinecarbothiohydrazide"	"Oc1ccc(cc1\C=N\NC(=S)N2CCCCC2)[N+](=O)[O-]"	0	""	""	2	2	"135484941"	NA
"689531"	689531	"hydrazinecarbothioamide, 2-[(2-pyridinyl)phenylmethylene..."	"S=C(NCCc1ccccn1)N\N=C(/c2ccccc2)\c3ccccn3"	0	""	""	2	2	"9571616"	NA
"689532"	689532	"1-methyl-3-[(E)-[phenyl(2-pyridyl)methylene]amino]-1-[2-(2-pyridyl)ethyl]thiourea"	"CN(CCc1ccccn1)C(=S)N\N=C(/c2ccccc2)\c3ccccn3"	0	""	""	2	2	"9571617"	NA
"689533"	689533	"hydrazinecarbothioamide, 2-[(2-pyridinyl)phenylmethylene..."	"S=C(N\N=C(\c1ccccc1)/c2ccccn2)N(Cc3ccccn3)Cc4ccccn4"	0	NA	NA	2	2	"522359"	NA
"689534"	689534	"hydrazinecarbothioamide, n,n-bis[(2-pyridinyl)methyl]-2-..."	"S=C(N\N=C/c1ccccn1)N(Cc2ccccn2)Cc3ccccn3"	0	NA	NA	2	2	"522360"	NA
"689535"	689535	""	"CN(CCc1ccccn1)C(=S)N\N=C(\C)/c2cnccn2"	0	NA	NA	2	2	"522361"	NA
"689536"	689536	"1-[(Z)-1-pyrazin-2-ylethylideneamino]-3-[2-(2-pyridyl)ethyl]thiourea"	"C\C(=N\NC(=S)NCCc1ccccn1)\c2cnccn2"	0	""	""	1	1	"5903816"	NA
"689537"	689537	"3-[(Z)-1-pyrazin-2-ylethylideneamino]-1,1-bis(2-pyridylmethyl)thiourea"	"C\C(=N\NC(=S)N(Cc1ccccn1)Cc2ccccn2)\c3cnccn3"	0	""	""	2	2	"5889737"	NA
"689539"	689539	"1-cyclohexyl-3-[(E)-[phenyl(2-pyridyl)methylene]amino]urea"	"O=C(N\N=C(/c1ccccc1)\c2ccccn2)NC3CCCCC3"	0	""	""	1	1	"6179448"	NA
"689540"	689540	"1-cyclohexyl-3-[(E)-[phenyl(2-pyridyl)methylene]amino]thiourea"	"S=C(N\N=C(/c1ccccc1)\c2ccccn2)NC3CCCCC3"	0	""	""	2	2	"5871897"	NA
"689543"	689543	"Piperazine-1,4-dicarbothiohydrazide"	"NNC(=S)N1CCN(CC1)C(=S)NN"	0	""	""	1	1	"3001885"	NA
"689544"	689544	"1-[(E)-1-(2-hydroxy-5-methoxy-phenyl)ethylideneamino]-3-methyl-thiourea"	"CNC(=S)N\N=C(/C)\c1cc(OC)ccc1O"	0	""	""	2	2	"135493993"	NA
"689545"	689545	"3-[(E)-1-(2-hydroxy-5-methoxy-phenyl)ethylideneamino]-1,1-dimethyl-thiourea"	"COc1ccc(O)c(c1)\C(=N\NC(=S)N(C)C)\C"	0	""	""	2	2	"135493994"	NA
"689546"	689546	"1-[(E)-1-(2-hydroxy-4-methoxy-phenyl)ethylideneamino]-3-methyl-thiourea"	"CNC(=S)N\N=C(/C)\c1ccc(OC)cc1O"	0	""	""	2	2	"135493995"	NA
"689547"	689547	"3-[(E)-1-(2-hydroxy-4-methoxy-phenyl)ethylideneamino]-1,1-dimethyl-thiourea"	"COc1ccc(\C(=N\NC(=S)N(C)C)\C)c(O)c1"	0	""	""	1	1	"135493996"	NA
"689548"	689548	"1-[(E)-1-(2-hydroxy-4,5-dimethoxy-phenyl)ethylideneamino]-3-methyl-thiourea"	"CNC(=S)N\N=C(/C)\c1cc(OC)c(OC)cc1O"	0	""	""	1	1	"135493997"	NA
"689577"	689577	"Antineoplastic-689577"	"CCC(C)(CC(C)(C)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC3CC(OC4CC(O)(Cc5c(O)c6C(=O)c7cccc(OC)c7C(=O)c6c(O)c45)C(=O)CO)OC(C)C3O)C(=O)NCC(C)O"	0	""	""	2	1	"54608780"	NA
"689581"	689581	"4-Methyl-6,13,16-trioxa-2,4-diazatetracyclo[8.8.0.03,8.012,17]octadeca-1,3(8),9,11,17-pentaene"	"CN1COCc2cc3cc4OCCOc4cc3nc12"	0	""	""	1	1	"391049"	NA
"689600"	689600	""	"NC1CC(=O)c2c(I)sc(I)c12"	0	NA	NA	2	2	"522385"	NA
"689601"	689601	""	"NC1CC(=O)c2csc(Br)c12"	0	NA	NA	2	2	"522386"	NA
"689602"	689602	"2h-thieno[3',4':4,5]cyclopenta[1,2-d][1,3]oxazole- 2,7(3..."	"Clc1sc(Cl)c2C(=O)[C@H]3OC(=O)N[C@H]3c12"	0	NA	NA	2	2	"522387"	NA
"689610"	689610	""	"COC(=O)[C@@H]1[C@@H]2NC(=S)N[C@@]1(C)Oc3ccccc23"	0	NA	NA	1	1	"522395"	NA
"689614"	689614	""	"C[C@]12C[C@H](N3CCCCSC3=N1)c4ccccc4O2"	0	NA	NA	1	1	"522399"	NA
"689620"	689620	""	"C[C@H](CCC1=NCCN1)[C@H]2CC[C@H]3[C@@H]4CC[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@]23C"	0	NA	NA	2	2	"522405"	NA
"689622"	689622	""	"C[C@H](CCC1=NCCN1)[C@H]2CC[C@H]3[C@@H]4CC[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@]23C"	0	NA	NA	1	1	"522407"	NA
"689626"	689626	"8-Thia-10,16-diazatetracyclo[7.7.1.02,7.013,17]heptadeca-1(16),2,4,6,9,11,13(17),14-octaene"	"S1c2ccccc2c3nccc4ccnc1c34"	0	""	""	1	1	"391091"	NA
"689627"	689627	"Thiochromeno[2,3,4-ij]-2,7-naphthyridine 7,7-dioxide"	"O=S1(=O)c2ccccc2c3nccc4ccnc1c34"	0	""	""	1	1	"391092"	NA
"689712"	689712	"N-[2-[(6-Chloro-2-methoxyacridin-9-yl)amino]ethyl]-2-(3,7,9-trimethyl-5-oxido-2,4,6,8-tetraoxopyrimido[5,4-g]pteridin-5-ium-1-yl)acetamide"	"COc1ccc2nc3cc(Cl)ccc3c(NCCNC(=O)CN4C(=O)N(C)C(=O)c5c4nc6N(C)C(=O)N(C)C(=O)c6[n+]5[O-])c2c1"	0	""	""	2	1	"496464"	NA
"689714"	689714	"[3-(Benzo[b]phosphindol-5-ylmethyl)oxetan-3-yl]methyl-bis(m-tolylmethyl)phosphane"	"Cc1cccc(CP(Cc2cccc(C)c2)CC3(Cp4c5ccccc5c6ccccc46)COC3)c1"	0	""	""	2	2	"391096"	NA
"689721"	689721	"2-[(3-Trifluoromethyl-2-pyridinyl)thio]benzothiazole"	"FC(F)(F)c1cccnc1Sc2nc3ccccc3s2"	0	""	""	1	1	"391103"	NA
"689727"	689727	"7-Chloro-3-[3-(dimethylamino)propylamino]-1,4-dioxido-quinoxaline-1,4-diium-2-carbonitrile"	"CN(C)CCCNc1c(C#N)[n+]([O-])c2cc(Cl)ccc2[n+]1[O-]"	0	""	""	2	2	"135418452"	NA
"689728"	689728	"2-Methyl-6H-[1,3]thiazolo[5,4-c]carbazole"	"Cc1nc2c(ccc3[nH]c4ccccc4c23)s1"	0	""	""	1	1	"391110"	NA
"689729"	689729	"Tetramethyl 4,8-dioxothiopyrano[3,2-b]thiopyran-2,3,6,7-tetracarboxylate"	"COC(=O)C1=C(C(=O)OC)C(=O)C2=C(S1)C(=O)C(=C(S2)C(=O)OC)C(=O)OC"	0	""	""	2	1	"391111"	NA
"689731"	689731	""	"[Na+].NC1=N\C(=C(\C#N)/C(C#N)C#N)\C(=C1C#N)C#N"	0	NA	NA	2	1	"522433"	NA
"689732"	689732	"Diethyl 2-(2-methoxy-1-methyl-2-oxoethylidene)-3,6-dihydro-2H-1,3-thiazine-5,6-dicarboxylate"	"CCOC(=O)C1S\C(=C(/C)\C(=O)OC)\NC=C1C(=O)OCC"	0	""	""	2	1	"3005309"	NA
"689733"	689733	""	"CSC1=N[C@@H](CS1)c2ccccc2"	0	NA	NA	1	1	"522435"	NA
"689735"	689735	"Methyl 3-(diethoxyphosphoryl)-6-hydroxy-2-(4-methylphenyl)isonicotinate"	"CCOP(=O)(OCC)C1=C(NC(=O)C=C1C(=O)OC)c2ccc(C)cc2"	0	""	""	2	2	"391117"	NA
"689736"	689736	""	"C[C@@H](C1CCCCC1)N2COc3c(C2)c(O)c4cc3C(C)c5cc(C(C)c6cc(C(C)c7cc(C4C)c8OCN(Cc8c7O)[C@@H](C)C9CCCCC9)c%10OCN(Cc%10c6O)[C@@H](C)C%11CCCCC%11)c%12OCN(Cc%12c5O)[C@@H](C)C%13CCCCC%13"	0	NA	NA	2	1	"522438"	NA
"689739"	689739	"5-(5,6-Dihydro-[1,3]dithiolo[4,5-b][1,4]dithiin-2-ylidene)-10,13-dioxa-2,4,6,8-tetrathiatricyclo[7.4.0.03,7]tridec-3(7)-ene"	"C1COC2SC3=C(SC2O1)SC(=C4SC5=C(SCCS5)S4)S3"	0	""	""	1	1	"391121"	NA
"689740"	689740	"1-[5-[5-(4-Acetyl-5-sulfanylidene-1,3,4-oxadiazol-2-yl)-2,4-dimethyl-1H-pyrrol-3-yl]-2-sulfanylidene-1,3,4-oxadiazol-3-yl]ethanone"	"CC(=O)N1N=C(OC1=S)c2[nH]c(C)c(C3=NN(C(=O)C)C(=S)O3)c2C"	0	""	""	2	1	"391122"	NA
"689742"	689742	"1-Cyclohexyl-3,7-dihydropurine-2,6-dione"	"O=C1Nc2nc[nH]c2C(=O)N1C3CCCCC3"	0	""	""	1	1	"391124"	NA
"689823"	689823	"Dimethyl 3,8-bis(4-chlorophenyl)-1,10-dioxo-4,7-dioxadispiro[4.0.46.25]dodeca-2,8-diene-11,12-dicarboxylate"	"COC(=O)C1C(C(=O)OC)C2(OC(=CC2=O)c3ccc(Cl)cc3)C14OC(=CC4=O)c5ccc(Cl)cc5"	0	""	""	1	1	"391126"	NA
"689824"	689824	"(Z)-1-(4-Ethoxyphenyl)-2-[3-[(Z)-2-(4-ethoxyphenyl)-2-hydroxyethenyl]quinoxalin-2-yl]ethenol"	"CCOc1ccc(cc1)C(=O)\C=C\2/C(/Nc3c(N2)cccc3)=C\C(=O)c4ccc(OCC)cc4"	0	""	""	1	1	"135432523"	NA
