"nsc","prefix","pubchem_id","total_probes","total_good_probes","name","testing_status","smiles","confidential_flag","mechanism"
767230,"S",-1,2,1,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCO)c4ccccc34)c5ccccc15",0,""
767231,"S",-1,2,2,"roche kinase set","","CNCCCn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34)c5ccccc15",0,""
767232,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCN)c4ccccc34)c5ccccc15",0,""
767236,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCN\C(=N/[N+](=O)[O-])\N)c4ccccc34)c5ccccc15",0,""
767237,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCSC(=N)N)c4ccccc34)c5ccccc15",0,""
767238,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3c4CCCCn4c5ccccc35)c6ccccc16",0,""
767239,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCNC(=N)N)c4ccccc34)c5ccccc15",0,""
767240,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3c4CNCCn4c5ccccc35)c6ccccc16",0,""
767242,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3c4CC(CN)CCn4c5ccccc35)c6ccccc16",0,""
767243,"S",-1,2,1,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCSC(=N)N)c4ccccc34)c5ccccc15",0,""
767244,"S",-1,2,2,"roche kinase set","","CCCn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34)c5ccccc15",0,""
767246,"S",-1,2,1,"roche kinase set","","COc1cccc(c1)C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34",0,""
767247,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3c4CC(CN)Cn4c5ccccc35)c6ccccc16",0,""
767248,"S",-1,2,1,"roche kinase set","","CNCC1CCn2c(C1)c(C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45)c6ccccc26",0,""
767249,"S",-1,2,1,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCCC(=N)N)c4ccccc34)c5ccccc15",0,""
767250,"S",-1,2,2,"roche kinase set","","[O-][N+](=O)c1ccc2Nc3n[nH]cc3N=C(c4ccccc4Cl)c2c1",0,""
767252,"S",-1,2,2,"roche kinase set","","Fc1ccc2NC(=O)\C(=C/c3ccc[nH]3)\c2c1",0,""
767253,"S",-1,2,2,"roche kinase set","","COc1cc[nH]c1\C=C\2/C(=O)Nc3ccccc23",0,""
767254,"S",-1,2,2,"roche kinase set","","Cc1[nH]nc2Nc3ccc(cc3C(=Nc12)c4ccccc4Cl)[N+](=O)[O-]",0,""
767255,"S",-1,2,2,"roche kinase set","","CC(C)c1[nH]nc2Nc3ccc(cc3C(=Nc12)c4ccccc4Cl)[N+](=O)[O-]",0,""
767256,"S",-1,2,2,"roche kinase set","","Cc1[nH]nc2Nc3ccc(cc3C(=Nc12)c4ccccc4F)C#N",0,""
767257,"S",-1,2,2,"roche kinase set","","COc1ccc2Nc3n[nH]c(C)c3N=C(c4ccccc4Cl)c2c1",0,""
767258,"S",-1,2,1,"roche kinase set","","COc1cc[nH]c1\C=C\2/C(=O)Nc3ccc(F)c(I)c23",0,""
767259,"S",-1,2,2,"roche kinase set","","CNCC#Cc1c(F)ccc2NC(=O)\C(=C/c3[nH]ccc3OC)\c12",0,""
767260,"S",-1,2,2,"roche kinase set","","CC(=O)Nc1ccc2Nc3n[nH]c(C)c3N=C(c4ccccc4Cl)c2c1",0,""
767261,"S",-1,2,2,"roche kinase set","","COc1cc[nH]c1\C=C\2/C(=O)Nc3ccc(F)c(C#CC4(O)CCOCC4)c23",0,""
767262,"S",-1,2,2,"roche kinase set","","Cc1[nH]nc2Nc3ccc(cc3C(=Nc12)c4ccccc4F)C(=O)N",0,""
767263,"S",-1,2,2,"roche kinase set","","COc1cc[nH]c1\C=C\2/C(=O)Nc3ccc(F)c(C#CC4(O)CCNCC4)c23",0,""
767264,"S",-1,2,2,"roche kinase set","","CN[C@@H](CO)C#Cc1c(F)ccc2NC(=O)\C(=C/c3[nH]ccc3OC)\c12",0,""
767265,"S",-1,2,2,"roche kinase set","","COc1cc[nH]c1\C=C\2/C(=O)Nc3ccc(F)c(C#C[C@@H](O)[C@@H](N)[C@@H](C)O)c23",0,""
767268,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4ncccc34)c5ccccc15",0,""
767271,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3c4CCCCCn4c5ccccc35)c6ccccc16",0,""
767272,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4cc(ccc34)C(=O)N)c5ccccc15",0,""
767274,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3c4CCC(CN)CCn4c5ccccc35)c6ccccc16",0,""
767275,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3c4CN(CCn4c5ccccc35)C(=S)N)c6ccccc16",0,""
767276,"S",-1,2,1,"roche kinase set","","CN1C[C@@H]2Cc3c(C4=C(C(=O)NC4=O)c5cn(C)c6ccccc56)c7ccccc7n3C[C@H]2C1",0,""
767287,"S",-1,2,2,"roche kinase set","","COc1ccc(O)c(C(=O)c2ccc(cc2)C(=O)O[C@@H]3CCCNC[C@H]3NC(=O)c4ccncc4)c1F",0,""
767288,"S",-1,2,1,"roche kinase set","","CN(C)C[C@H]1CCn2c(C1)c(C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45)c6ccccc26",0,""
767289,"S",-1,2,2,"roche kinase set","","CN1C[C@@H]2Cc3c(C4=C(C(=O)NC4=O)c5cn(C)c6ccccc56)c7ccccc7n3C[C@H]2C1",0,""
767290,"S",-1,2,2,"roche kinase set","","OCCOc1cc(c2ccc[nH]2)c3C(=O)Nc4ccc(F)c1c34",0,""
767291,"S",-1,2,1,"roche kinase set","","COc1cc[nH]c1\C=C\2/C(=O)Nc3ccc(c(N4CC[C@@H](O)C4)c23)[N+](=O)[O-]",0,""
767292,"S",-1,2,2,"roche kinase set","","CN1CCN(CC1)c2ccc(Nc3nc(N)c(s3)C(=O)c4ccc5OCCOc5c4)cc2",0,""
767293,"S",-1,2,1,"roche kinase set","","COc1cccc(c1)C(=O)c2sc(Nc3ccc(cc3)N4CCN(CC4)C(C)C)nc2N",0,""
767299,"S",-1,2,1,"roche kinase set","","Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(c3)C#CCN4CCOCC4",0,""
767304,"S",-1,2,1,"roche kinase set","","Fc1ccc(cc1)c2c([nH]c3cccnc23)c4ccncc4",0,""
767307,"S",-1,2,1,"roche kinase set","","Fc1ccc(cc1)c2c(c3ccncc3)n(CCN4CCOCC4)c5cccnc25",0,""
767309,"S",-1,2,1,"roche kinase set","","Cc1nn(c(O)c1C(=O)c2ccccc2)c3ccccc3",0,""
767317,"S",-1,2,2,"roche kinase set","","Nc1c(cnn1c2ccc(F)cc2F)C(=O)c3cccc(c3)c4cccnc4",0,""
767318,"S",-1,2,1,"roche kinase set","","Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(c3)c4ccncc4",0,""
767320,"S",-1,2,2,"roche kinase set","","Nc1c(cnn1c2ccc(F)cc2F)C(=O)c3cccc(c3)c4ccncc4",0,""
767327,"S",-1,2,1,"roche kinase set","","Nc1c(cnn1c2ccc(F)cc2)C(=O)c3ccc(cc3)c4cccnc4",0,""
767329,"S",-1,2,1,"roche kinase set","","C[C@H](O)CNc1cc(ccn1)c2[nH]c3cccnc3c2c4ccc(F)cc4",0,""
767330,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cccc(OC[C@@H](O)CO)c3)c4ccccc14",0,""
767331,"S",-1,2,2,"roche kinase set","","COc1ccc(cc1OC)C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34",0,""
767332,"S",-1,2,1,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3ccc(OC[C@@H](O)CO)cc3)c4ccccc14",0,""
767337,"S",-1,2,2,"roche kinase set","","COc1cccc(c1)C2=C(C(=O)NC2=O)c3cn(C)c4cccc(OC)c34",0,""
767339,"S",-1,2,1,"roche kinase set","","COc1cccc(c1)C2=C(C(=O)NC2=O)c3cn(C)c4c(C)cccc34",0,""
767344,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cccc(NCC(O)CO)c3)c4cc(Cl)ccc14",0,""
767346,"S",-1,2,1,"roche kinase set","","CN1C(=O)C(=Cc2cnc(NC3CCOCC3)nc12)Oc4cccc(F)c4",0,""
767347,"S",-1,2,1,"roche kinase set","","CN1C(=O)C(=Cc2cnc(NC3CCOCC3)nc12)Oc4ccccc4F",0,""
767348,"S",-1,2,2,"roche kinase set","","CN1C(=O)C(=Cc2cnc(NC3CCOCC3)nc12)Oc4ccc(F)cc4F",0,""
767352,"S",-1,2,1,"roche kinase set","","CN1C(=O)C(=Cc2cnc(N[C@@H]3CC[C@@H](O)CC3)nc12)Oc4ccc(F)cc4F",0,""
767361,"S",-1,2,1,"roche kinase set","","Cc1cc(C)c2c(n1)sc3c(N)ncnc23",0,""
767364,"S",-1,2,2,"roche kinase set","","COc1ccc(O)c(C(=O)c2ccc(cc2)C(=O)N[C@H]3CCCNC[C@@H]3NC(=O)c4ccncc4)c1F",0,""
767365,"S",-1,2,2,"roche kinase set","","COc1ccc(cc1)N2Cc3cnc(Nc4ccccc4)nc3N([C@@H]5CC[C@@H](O)C5)C2=O",0,""
767366,"S",-1,2,2,"roche kinase set","","Fc1ccc(OC2=Cc3cnc(NC4CCOCC4)nc3N(C5CC5)C2=O)c(F)c1",0,""
767367,"S",-1,2,2,"roche kinase set","","O=C1N=C(NCc2ccccc2)S/C/1=C\c3ccc4ncccc4c3",0,""
767369,"S",-1,2,2,"roche kinase set","","O=C1N=C(Nc2ccccc2)S/C/1=C\c3ccc4ncccc4c3",0,""
767373,"S",-1,2,1,"roche kinase set","","Clc1ccc(CCNC2=NC(=O)\C(=C\c3ccc4ncccc4c3)\S2)cc1",0,""
767374,"S",-1,2,2,"roche kinase set","","Fc1ccccc1CCNC2=NC(=O)\C(=C\c3ccc4ncccc4c3)\S2",0,""
767375,"S",-1,2,2,"roche kinase set","","Clc1ccccc1CCNC2=NC(=O)\C(=C\c3ccc4ncccc4c3)\S2",0,""
767376,"S",-1,2,2,"roche kinase set","","CCOc1ccccc1CCNC2=NC(=O)\C(=C\c3ccc4ncccc4c3)\S2",0,""
767378,"S",-1,2,1,"roche kinase set","","COc1ccccc1CCNC2=NC(=O)\C(=C\c3ccc4ncccc4c3)\S2",0,""
767380,"S",-1,2,2,"roche kinase set","","Clc1ccccc1CNC2=NC(=O)\C(=C\c3ccc4ncccc4c3)\S2",0,""
767381,"S",-1,2,2,"roche kinase set","","Brc1ccccc1CNC2=NC(=O)\C(=C\c3ccc4ncccc4c3)\S2",0,""
767384,"S",-1,2,2,"roche kinase set","","Fc1cccc(CCNC2=NC(=O)\C(=C\c3ccc4ncccc4c3)\S2)c1",0,""
767385,"S",-1,2,1,"roche kinase set","","O=C1N=C(NCCc2ccccn2)S/C/1=C\c3ccc4ncccc4c3",0,""
767386,"S",-1,2,1,"roche kinase set","","O=C1N=C(NCCc2cccs2)S/C/1=C\c3ccc4ncccc4c3",0,""
767387,"S",-1,2,2,"roche kinase set","","Clc1cccc(CCNC2=NC(=O)\C(=C\c3ccc4ncccc4c3)\S2)c1",0,""
767390,"S",-1,2,2,"roche kinase set","","COc1ccccc1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N",0,""
767391,"S",-1,2,2,"roche kinase set","","COc1ccc(F)cc1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N",0,""
767392,"S",-1,2,1,"roche kinase set","","OC[C@H](NC1=NC(=O)\C(=C\c2ccc3ncccc3c2)\S1)c4ccccc4",0,""
767395,"S",-1,2,1,"roche kinase set","","COc1cc(F)c(F)cc1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N",0,""
767398,"S",-1,2,1,"roche kinase set","","Clc1cccc(Cl)c1CNC2=NC(=O)\C(=C\c3ccc4ncccc4c3)\S2",0,""
767399,"S",-1,2,2,"roche kinase set","","COc1cc(F)c(F)c(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N",0,""
767400,"S",-1,2,2,"roche kinase set","","COc1cccc(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N",0,""
767401,"S",-1,2,2,"roche kinase set","","O=C1NC(=O)\C(=C\c2ccc3ncccc3c2)\S1",0,""
767404,"S",-1,2,1,"roche kinase set","","O=C1N=C(NCc2cccs2)O/C/1=C\c3ccc4ncccc4c3",0,""
767408,"S",-1,2,1,"roche kinase set","","CS(=O)(=O)N1CCC(CC1)Nc2ncc(C(=O)c3c(F)cccc3F)c(N)n2",0,""
767409,"S",-1,2,2,"roche kinase set","","OC[C@@H](NC1=NC(=O)\C(=C\c2ccc3ncccc3c2)\S1)c4ccccc4",0,""
767411,"S",-1,2,1,"roche kinase set","","CS(=O)(=O)CCN1C(=O)C(=Cc2cnc(NC3CCOCC3)nc12)Oc4ccc(F)cc4F",0,""
767416,"S",-1,2,1,"roche kinase set","","CN1C(=O)C(=Cc2cnc(NC3CCN(CC3)C(=O)C)nc12)Oc4ccc(F)cc4F",0,""
767420,"S",-1,2,2,"roche kinase set","","CC([C@H](N1C(=O)N[C@@H](C1=O)c2ccc(OC[C@H](O)CO)cc2)C(=O)Nc3ccc(I)cc3F)c4ccccc4",0,""
767441,"S",-1,2,1,"copper(ii) terephthalate 1,10-phenanthroline","","CCO.[O-]C(=O)c1ccc(cc1)C(=O)[O-].O2=C([O-][Cu+2]234([n+]5cccc6ccc7ccc[n+]3c7c56)[n+]8cccc9ccc%10ccc[n+]4c%10c89)c%11ccc(cc%11)C%12=O[Cu+2]%13%14([O-]%12)([n+]%15cccc%16ccc%17ccc[n+]%13c%17c%15%16)[n+]%18cccc%19ccc%20ccc[n+]%14c%20c%18%19",0,""
767442,"S",-1,2,1,"copper(ii) ocetanedioate 1,10-phenanthroline perchlorate","","CCO.[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.C(CCCC1=O[Cu+2]23([O-]1)([n+]4cccc5ccc6ccc[n+]2c6c45)[n+]7cccc8ccc9ccc[n+]3c9c78)CCC%10=O[Cu+2]%11%12([O-]%10)([n+]%13cccc%14ccc%15ccc[n+]%11c%15c%13%14)[n+]%16cccc%17ccc%18ccc[n+]%12c%18c%16%17",0,""
767443,"S",-1,1,1,"copper(ii) phthalate 1,10-phenanthroline","","O=C1[O-][Cu+2]2([O-]C(=O)c3ccccc13)[n+]4cccc5ccc6ccc[n+]2c6c45",0,""
767470,"S",-1,2,2,"MLN-0905","Clinical trial","CN(C)CCCc1cnc(C)c(Nc2ncc3CC(=S)Nc4cc(ccc4c3n2)C(F)(F)F)c1",0,"PK:PLK1"
767478,"S",-1,2,1,"",NA,"Cc1cc(C)c(c(C)c1)[n+]2ccn(c3c(C)cc(C)cc3C)[c-]2[Ag+][ClH-]",0,NA
767483,"S",-1,1,1,"",NA,"CCCCCN(CCCCC)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4C[C@@H](CC[C@]4(C)[C@H]3C[C@H](OCCCN)[C@]12C)OCCCN)OCCCN",0,NA
767490,"S",-1,2,1,";3-(2-phenyl-2-((5-phenyl-1,3,4-thiadiazol-2-yl)imino)et...",NA,"O=C1Nc2ccccc2/C/1=C/C(=N/c3nnc(s3)c4ccccc4)/c5ccccc5",0,NA
767491,"S",-1,1,1,"5'-phenyl-2',4'-dihydrospiro[indoline-3,3'-pyrazol]-2-one","","O=C1Nc2ccccc2C13CC(=NN3)c4ccccc4",0,""
767494,"S",-1,1,1,";5-bromo-5'-phenyl-2',4'-dihydrospiro[indoline-3,3'-pyra...",NA,"Brc1ccc2NC(=O)C3(CC(=NN3)c4ccccc4)c2c1",0,NA
767496,"S",-1,2,1,";(Z)-3-((Z)-2-((5-(4-chlorophenyl)-1,3,4-thiadiazol-2-yl...",NA,"Clc1ccc(cc1)c2nnc(\N=C(\C=C\3/C(=O)Nc4ccccc34)/c5ccccc5)s2",0,NA
767513,"S",-1,2,1,"",NA,"COc1ccc(\C=C\2/N=C3SC=C(N)N3C2=O)cc1",0,NA
767570,"S",-1,2,2,"",NA,"Clc1ccc(\C=C\2/CN(C\C(=C/c3ccc(Cl)cc3Cl)\C2=O)S(=O)(=O)c4ccccc4)c(Cl)c1",0,NA
767593,"S",-1,2,2,"reshimunne","","",0,""
767598,"S",-1,2,2,"Momelotinib","Clinical trial","O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2",0,"PK:JAK,JAK1,JAK2,JAK3"
767599,"S",-1,2,2,"I-BET-151","Clinical trial","COc1cc2c3N([C@H](C)c4ccccn4)C(=O)Nc3cnc2cc1c5c(C)onc5C",0,"BRD"
767601,"S",-1,2,2,"VX-944","Clinical trial","CC[C@H](CC#N)OC(=O)N[C@@H](C)c1cccc(NC(=O)Nc2ccc(c(OC)c2)c3ocnc3)c1",0,"IMPDH2|IMPDH1|IMPDH"
767642,"S",-1,1,1,"",NA,"COc1ccc(cc1)c2c3c(N)nc(nc3nc4c2c(C)nn4c5ccccc5)c6ccncc6",0,NA
767647,"S",-1,1,1,"",NA,"Cc1ccc(cc1)c2c3c(N)nc(nc3nc4c2c(C)nn4c5ccccc5)c6ccncc6",0,NA
767650,"S",-1,2,2,"",NA,"CSC1=Nc2nc3C(=O)c4ccccc4C(=O)c3nc2C(=O)N1C",0,NA
767658,"S",-1,2,2,"",NA,"Cc1ccc(cc1)c2c3c(N)c4CCCc4nc3nc5c2c(C)nn5c6ccccc6",0,NA
767745,"S",-1,2,2,"Pelitrexol","Clinical trial","Cc1cc(sc1CC[C@@H]2CNC3=C(C2)C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O",0,"GARTF"
767746,"S",-1,2,2,"ADW-742","Clinical trial","Nc1ncnc2c1c(cn2[C@@H]3C[C@@H](CN4CCCC4)C3)c5cccc(OCc6ccccc6)c5",0,"PK:IGF1R,KIT"
767769,"S",-1,1,1,";2-[5-(3,4-Dimethoxyphenyl)-4-phenyl-4H-[1,2,4]triazol-3...",NA,"COc1ccc(cc1OC)c2nnc(SCC(=O)Nc3ccc(cc3)C(=O)\C=C\c4cc(OC)c(OC)c(OC)c4)n2c5ccccc5",0,NA
767772,"S",-1,1,1,"",NA,"COc1cc2CCN(C(CC3(O)CCCCC3)c2cc1OC)S(=O)(=O)c4ccc(C)cc4",0,NA
767776,"S",-1,2,1,"",NA,"CC#Cc1nc(Nc2cc(C)[nH]n2)c3ccccc3n1",0,NA
767781,"S",-1,2,2,"",NA,"CCCCCC1=C(C)\C(=C\c2[nH]c(cc2Oc3ccc(Cl)cc3)c4ccc[nH]4)\N=C1C",0,NA
767783,"S",-1,2,1,"",NA,"CCCCCC1=C(C)\C(=C\c2[nH]c(cc2Oc3ccc(OC)cc3)c4ccc[nH]4)\N=C1C",0,NA
767784,"S",-1,2,2,"",NA,"CCCCCC1=C(C)\C(=C\c2[nH]c(cc2OCc3ccccc3)c4ccc[nH]4)\N=C1C",0,NA
767826,"S",-1,2,1,"",NA,"CCC(C)[C@H](NC(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(=O)N[C@@H](Cc2cn(C)cn2)C(=O)OC",0,NA
767838,"S",-1,1,1,";6-Nitro-2-(3-chloropropyl)-1H-benz[de]isoquinoline-1,3-...",NA,"[O-][N+](=O)c1ccc2C(=O)N(CCCCl)C(=O)c3cccc1c23",0,NA
767874,"S",-1,1,1,"4-chloro-2-[5-(2-chlorophenyl)-1h-pyrazol-3-yl]phenol","","Oc1ccc(Cl)cc1c2cc([nH]n2)c3ccccc3Cl",0,""
767897,"S",-1,2,2,"BPR1J-097","Clinical trial","CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3cc(n[nH]3)c4cccc(NS(=O)(=O)c5ccccc5)c4",0,"PK:FLT,FLT3"
767898,"S",-1,2,2,"RG-7440","Clinical trial","CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@H](O)C[C@@H](C)c23)c4ccc(Cl)cc4",0,"PK:AKT,AKT1,AKT2,AKT3"
767952,"S",-1,1,1,"rocilinostat","Clinical trial","ONC(=O)CCCCCCNC(=O)c1cnc(nc1)N(c2ccccc2)c3ccccc3",0,"HDAC"
767953,"S",-1,1,1,"R-1530","Clinical trial","COc1cc2Nc3n[nH]c(C)c3N=C(c4ccccc4Cl)c2cc1F",0,"PK:PDGFR,CDK,FGFR,VEGFR,KDR,Multikinase"
767954,"S",-1,2,2,"EMD-1204831","Clinical trial","Cn1cc(cn1)C2=NN(Cc3cccc(c3)c4ncc(OCCN5CCOCC5)cn4)C(=O)C=C2",0,"PK:MET"
767972,"S",-1,2,2,"",NA,"Nc1c(C#N)c2CCCCn2c1C(=O)c3ccc4OCCOc4c3",0,NA
767978,"S",-1,2,2,"",NA,"COc1ccc(cc1)c2noc(N)c2c3cc(OC)c4OCOc4c3",0,NA
767979,"S",-1,2,2,"",NA,"COc1ccc(cc1)c2[nH]nc(N)c2c3cc(OC)c(OC)c(OC)c3",0,NA
767980,"S",-1,2,2,"",NA,"COc1ccc(cc1)c2[nH]nnc2c3cc(OC)c4OCOc4c3",0,NA
767985,"S",-1,1,1,"",NA,"COc1ccc(cc1)c2nsc3C(CC(=O)Nc23)c4ccc5OCOc5c4",0,NA
767986,"S",-1,2,2,"",NA,"COc1ccc(cc1)c2cnnn2c3cc(OC)c4OCOc4c3",0,NA
767991,"S",-1,1,1,"",NA,"COc1ccc(cc1OC)c2cnnn2c3nonc3n4cccc4",0,NA
768002,"S",-1,2,2,"",NA,"COc1cccc(c1)C2C(=C(N)Oc3cc(OC)ccc23)C#N",0,NA
768003,"S",-1,1,1,"",NA,"COc1ccc(cc1)c2nc([nH]c2c3ccc(OC)cc3)c4cc(OC)cc(OC)c4",0,NA
768012,"S",-1,2,2,"",NA,"CCN(Cc1c(F)cccc1Cl)c2ccc(CO)c(Cl)c2",0,NA
768013,"S",-1,2,2,"",NA,"CCN(Cc1c(Cl)cccc1Cl)c2ccc(CO)c(Cl)c2",0,NA
768014,"S",-1,2,2,"",NA,"CCN(Cc1c(F)cccc1C(F)(F)F)c2ccc(CO)c(Cl)c2",0,NA
768015,"S",-1,2,2,"",NA,"CCN(Cc1c(F)cccc1OC)c2ccc(CO)c(Cl)c2",0,NA
768016,"S",-1,2,2,"",NA,"OCc1ccc(cc1Cl)N2CCC2c3ccc(F)cc3",0,NA
768017,"S",-1,2,2,"",NA,"OCc1ccc(cc1Cl)N2CCCC2c3ccccc3",0,NA
768018,"S",-1,2,2,"",NA,"CCN(Cc1ccccc1C)c2ccc(CO)c(Cl)c2",0,NA
768019,"S",-1,2,2,"",NA,"CCN(Cc1ccccc1Cl)c2ccc(CO)c(Cl)c2",0,NA
768020,"S",-1,2,2,"",NA,"CCN(Cc1ccccc1F)c2ccc(CO)c(Cl)c2",0,NA
768021,"S",-1,2,2,"",NA,"CCN(Cc1ccccc1OC)c2ccc(CO)c(Cl)c2",0,NA
768022,"S",-1,1,1,"",NA,"CCN(C(C)c1ccc(F)cc1)c2ccc(CO)c(Cl)c2",0,NA
768023,"S",-1,2,2,"",NA,"OCc1ccc(cc1Cl)N2CCc3ccccc3C2",0,NA
768025,"S",-1,2,2,"",NA,"OCc1ccc(cc1Cl)N2CCc3cccc(F)c3C2",0,NA
768051,"S",-1,1,1,"",NA,"FC(F)(F)c1ccc(cc1)c2cnc(nc2NC3CCCCCC3)C#N",0,NA
768068,"S",-1,2,2,"Cobimetinib (isomer 1)","FDA approved","OC1(CN(C1)C(=O)c2ccc(F)c(F)c2Nc3ccc(I)cc3F)[C@@H]4CCCCN4",0,"PK:MAP2K,MAP2K1"
768069,"S",-1,2,2,"Cobimetinib (isomer 1)","FDA approved","OC1(CN(C1)C(=O)c2ccc(F)c(F)c2Nc3ccc(I)cc3F)[C@H]4CCCCN4",0,"PK:MAP2K,MAP2K1"
768070,"S",-1,2,2,"enantiomer of PF-4176340","Clinical trial","CCc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12",0,"PK:AKT"
768072,"S",-1,2,2,"TAK-960","Clinical trial","COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3",0,"PK:PLK1"
768073,"S",-1,2,2,"LY-2835219","FDA approved","CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)c4cc(F)c5nc(C)n(C(C)C)c5c4)nc2)CC1",0,"PK:CDK,CDK4,CDK6"
768093,"S",-1,2,2,"1,3-diphenylbenzo[e]-[1,2,4]triazin-7(1h)-one","","O=C1C=CC2=NC(=NN(C2=C1)c3ccccc3)c4ccccc4",0,""
768098,"S",-1,3,3,"stk066211","","O=C(COc1ccccc1)NNc2ccccc2",0,""
768102,"S",-1,1,1,";Spiro[benzofuran-2(3H),1'-[2]cyclohexene]-3,4'-dione, 7...",NA,"COc1cc(OC)c2C(=O)[C@]3(Oc2c1Cl)[C@H](C)CC(=O)C=C3OCc4ccccc4",0,NA
768112,"S",-1,2,2,"SAR-402674","Clinical trial","CNCCN1C(=O)c2cc(OC)c(OC)cc2c3cnc4cc5OCOc5cc4c13",0,"T1"
768123,"S",-1,2,2,";2-methoxy-N-(3-methyl-2-oxo-1,2,3,4-tetrahydroquinazoli...",NA,"COc1ccccc1S(=O)(=O)Nc2ccc3NC(=O)N(C)Cc3c2",0,NA
768124,"S",-1,1,1,"",NA,"COc1ccc(CCc2nc3cc(ccc3n2CCN4CCOCC4)c5c(C)onc5C)cc1",0,NA
768126,"S",-1,1,1,"",NA,"CCOC(=O)Nc1cc(nn2c(C)nnc12)c3ccc(C)c(NS(=O)(=O)C)c3",0,NA
768136,"S",-1,1,1,";(S)-2-[1-(4-Amino-6,7-dimethoxy-quinazolin-2-yl)-piperi...",NA,"COc1cc2nc(nc(N)c2cc1OC)N3CCC[C@H](C3)NC4=CC(=O)c5ccccc5C4=O",0,NA
768137,"S",-1,2,2,";(R)-2-[1-(4-Amino-6,7-dimethoxy-quinazolin-2-yl)-piperi...",NA,"COc1cc2nc(nc(N)c2cc1OC)N3CCC[C@@H](C3)NC4=CC(=O)c5ccccc5C4=O",0,NA
768313,"S",-1,2,2,";3-amino-N-(3-methoxyphenyl)-5-oxo-5,6,7,8-tetrahydrothi...",NA,"COc1cccc(NC(=O)c2sc3nc4CCCC(=O)c4cc3c2N)c1",0,NA
768314,"S",-1,2,2,";3-amino-N-(3-bromophenyl)-5-oxo-5,6,7,8-tetrahydrothien...",NA,"Nc1c(sc2nc3CCCC(=O)c3cc12)C(=O)Nc4cccc(Br)c4",0,NA
768400,"S",-1,1,1,";2-(3-(3,4,5-trimethoxyphenyl)-1H-pyrazol-5-yl)-1H-benzo...",NA,"COc1cc(cc(OC)c1OC)c2cc([nH]n2)c3nc4ccccc4[nH]3",0,NA
