nsc	name	testing_status	mechanism
680837	"6H,11H-1,3,5,2,4-Trioxadisilocino[6'',7'':4',5']furo [2'..."		
680838	"Methyl 15-oxo-4,4,6,6-tetra(propan-2-yl)-3,5,7,10,18-pentaoxa-12,16-diaza-4,6-disilatetracyclo[9.7.0.02,9.012,17]octadeca-13,16-diene-11-carboxylate"		
680841	"1-[4-Hydroxy-5-(hydroxymethyl)-3-phenylselanyl-tetrahydrofuran-2-yl]pyrimidine-2,4-dione"		
680857	"3-Ethyl-4-hydroxy-1H-1,2,4-triazol-5-one"		
680862	"4-[(E)-(2-Chlorophenyl)methyleneamino]-3-ethyl-1H-1,2,4-triazol-5-one"		
680863	"3-Ethyl-4-[(E)-p-tolylmethyleneamino]-1H-1,2,4-triazol-5-one"		
680928	2-Amino-3-[(2-amino-3-oxo-3-prop-2-ynoxypropyl)disulfanyl]propanoic acid		
680930	1-[(Z)-[4-(Dimethylamino)phenyl]methylideneamino]-3-naphthalen-1-ylurea		
680931	1-(1-Naphthylmethylene)-4-(1-naphthyl)semicarbazide		
680933	"benzaldehyde, 4-chloro-, 1-naphthalenylsemicarbazone"		
680934	1-[(Z)-(4-Methoxyphenyl)methylideneamino]-3-naphthalen-1-ylurea		
680935	"2H-Furo[3',2':3,4]benzopyrano[6,7-b]pyridine- 2,6,11-tri..."		
680936	"6,17,17-Trimethyl-5-phenylmethoxy-12,16-dioxa-7-azatetracyclo[8.7.0.03,8.011,15]heptadeca-1(10),3,5,7-tetraene-2,9,13-trione"		
680981	"1-[3,4-Dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-4-imino-6-(4-phenylphenyl)pteridin-2-one"		
680998	N-[1-(Dimethylamino)propan-2-yl]-6-methyl-2-(1-methylimidazol-2-yl)quinoline-4-carboxamide		
680999	N-[5-(Diethylamino)pentan-2-yl]-6-methyl-2-(1-methylimidazol-2-yl)quinoline-4-carboxamide		
681019	RD7-5040		
681026	"2-[4-(4-Oxochromen-2-yl)piperazin-1-yl]pyrido[1,2-a]pyrimidin-4-one"		
681027	"7-(2-(Ethylsulfonyl)ethyl)-1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione"		
681056	"glycochenodeoxycholic acid, sodium salt (7ci)"		
681069	"2-Ethoxy-6.alpha.,.beta.-amino-estra-1,3,5(10)-trien-3,1..."		
681073			
681079			
681081	AK155881		
681082	"2-Furanacetic acid, .alpha.-(4,5-diphenyl-2-oxo- 3-oxazo..."		
681083	"1,7-Ditosyl-1,4,7,10-tetraazacyclododecane"		
681086			
681087	"10-(4-Tert-butylphenyl)-3-[2-(hydroxymethyl)phenyl]pyrimido[4,5-b]quinoline-2,4-dione"		
681104	"Phosphonic acid, [1,4,7,10-tetraazacyclododecane-1,7-diy..."		
681105	"Acetic acid, [1,4,7,10-tetraazacyclododecane-1,7-diyl]bis"		
681112			
681113	"N,N-Bis(1H-benzimidazol-2-ylmethyl)-2-phenylethanamine"		
681114	"5-Methylbenzimidazo[1,2-a][1,8]naphthyridin-2-amine"		
681115	"4-Methylbenzimidazo[1,2-a][1,8]naphthyridine"		
681122	4-((3-Phenyl-7-(trifluoromethyl)-2-quinoxalinyl)methoxy)benzoic acid		
681129			
681132			
681135	"1,3-Bis[(Z)-[(E)-1-(4-chlorophenyl)-4,4-dimethyl-5-piperidin-1-ylpent-1-en-3-ylidene]amino]urea;hydrochloride"		
681143	"4-(7-Amino-5-phenyl[1,3]oxazolo[5,4-d]pyrimidin-2-yl)benzonitrile"		
681145	Antcin B		
681146	(3R)-Astragaluquinone		
681151	"Benzoic acid, 4-[[(3,6-dioxo-1,4-cyclohexadienyl)methyl]..."		
681152	"Benzoic acid, 4-[2-(2,5-dihydroxyphenyl)ethyl]-, methyl ..."		
681163	"8-Chloroimidazo[1,2-b][1,4,2]benzodithiazine-7-carbonitrile 5,5-dioxide"		
681164	"N-Butyl-8-chloro-5,5-dioxo-imidazo[1,2-b][1,4,2]benzodithiazine-7-carboxamide"		
681165	"8-Chloro-N-phenylimidazo[1,2-b][1,4,2]benzodithiazine-7-carboxamide 5,5-dioxide"		
681167	"8-Chloro-N-(4-chlorophenyl)-5,5-dioxoimidazo[1,2-b][1,4,2]benzodithiazine-7-carboxamide"		
681173	"2-Chloro-4-[[5-chloro-4-[(4-methylphenyl)carbamoyl]-2-[(5-oxo-1,4-dihydro-1,2,4-triazol-3-yl)sulfamoyl]phenyl]disulfanyl]-N-(4-methylphenyl)-5-[(5-oxo-1,4-dihydro-1,2,4-triazol-3-yl)sulfamoyl]benzamid"		
681177	1-(4-Chloro-5-methyl-2-methylsulfanylphenyl)sulfonyl-3-(pyridin-2-ylamino)urea		
681185	1-(4-Chloro-5-methyl-2-methylsulfanylphenyl)sulfonyl-3-(4-chlorophenyl)urea		
681226	"Boronic acid, [1-[2-[(4-morpholinylcarbonyl]amino]- 3-(1..."		
681228	"Boronic acid, [1-[[3-(1-naphthalenyl)-1-oxo- 2-[(8-quino..."		
681229	"Boronic acid, [1-[[2-amino-3-(1-naphthalenyl)- 1-oxoprop..."		
681231	"Boronic acid, [1-[[3-(1-naphthalenyl)-2-[(4-morpholinyl ..."		
681234	"Boronic acid, [1-[[3-(1-naphthalenyl)-1-oxopropyl]amino]..."		
681236	"Boronic acid, [1-[[3-(1-naphthalenyl)-2-[(4-morpholinyl ..."		
681237	"Boronic acid, [1-[[3-(1-naphthalenyl)-2-(methylamino)- 1..."		
681239	Bortezomib	FDA approved	PSM
681242	{(1r)-3-Methyl-1-[(3-phenylpropanoyl)amino]butyl}boronic acid		
681261	4-Azido-2-quinolone		
681266	"1,3-Diphenyl-4-phosphoranylideneamino-uracil"		
681271	"1,3,6-Triphenyl-oxazolo(5,4-d)pyrimidin-2',4(1H,3H)-dion"		
681277	4'-Azido-3-nitro-1-methyl-2-quinolone		
681279	"5-Phenyl-4-oxo-oxadiazolo(5,4-c)quinolin-3-N-oxide (furo..."		
681281	"2,3-Diazido-phenalen-1-on"		
681282	"1,3-Dimethyl-5-nitro-4-phosphoranylideneamino-uracil"		
681285	1-Azido-2-acetyl-benzo(ii)quinolizin-3-one		
681287	"9-Chlor-2-phenyl-oxazolo(4,5-c)quinolin-4-one"		
681288	"Benzoic acid, 4-[[2-(1,4-dioxonaphthalenyl)methyl]amino]..."		
681312			
681316	1-(5-Bromo-2-thienyl)-1-propanone oxime		
681320			
681322			
681323			
681324	"1-Phenyl-2-(3,4,5-tribromopyrazol-1-yl)ethanone"		
681326	"17-Thia-2,4,5,7,8-pentazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),2,5,11(16)-tetraen-9-one"		
681451	"uracil, 1-(1-adamantylcarboxamido)-5-fluoro-"		
681452	"1-Adamantyl 2,6-dichloro-4-pyrimidinyl ether"		
681453	"2-Adamantyl 2,6-dichloro-4-pyrimidinyl ether"		
681455	"Benzo[b][1,8]naphthyridin-5-imine, 10,10'-octamethylene-..."		
681456	"N-Phenyl-4-[10,15,20-tris[4-(phenylsulfamoyl)phenyl]-21,23-dihydroporphyrin-5-yl]benzenesulfonamide"		
681461			
681462	"6,8-Methanoisoquinoline, 5,5'-(1,3-phenylenedimethyene) ..."		
681463	"6,8-Methanoisoquinoline, 5,5'-(1,2-phenylenebismethyl)bi..."		
681466	"(1R,3As,5aR,5bR,7aS,9S,11aS,13aR,13bR)-9-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrys"		
681480	"N-[17-(Benzenesulfonyl)-7,9,15,17-tetrazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),2,4,6,8,11(16),12,14-octaen-6-yl]acetamide"		
681481	Geodiamolide B		
681482	Benzo[g]quinoxalin-2(1h)-one		
681483	3-Methylbenzo[g]quinoxalin-2(1h)-one		
681538	"3-Benzyl-4-[(E)-(2-chlorophenyl)methyleneamino]-1H-1,2,4-triazol-5-one"		
681541	"Benzoic acid, 4-[[2-(1,4-dihydroxynaphthalenyl)methyl]am..."		
681598	"11-Methoxy-6a,12a-dihydro-6H,7H-chromeno[4,3-b]chromene"		
681606	"17-Methoxy-6,8,12,20-tetraoxapentacyclo[11.8.0.03,11.05,9.014,19]henicosa-3,5(9),10,14(19),15,17-hexaene"		
681613	"3-Methoxy-6H,7H-chromeno[4,3-b]chromene"		
681619	"3-Methoxy-6H-chromeno[4,3-b]chromen-7-one"		
681621	1-[4-(Benzamidocarbamoyl)thiazol-2-yl]-3-butyl-thiourea		
681622	1-[4-(Benzenesulfonamidocarbamoyl)thiazol-2-yl]-3-cyclohexyl-thiourea		
681623	1-[4-(Benzamidocarbamoyl)thiazol-2-yl]-3-cyclohexyl-thiourea		
681628	1-Cyclohexyl-3-[4-[(ethylcarbamothioylamino)carbamoyl]thiazol-2-yl]thiourea		
681629	1-Cyclohexyl-3-[4-[(cyclohexylcarbamothioylamino)carbamoyl]thiazol-2-yl]thiourea		
681630	1-Benzyl-3-[[2-(cyclohexylcarbamothioylamino)thiazole-4-carbonyl]amino]thiourea		
681632	Camptothecin Derivative		TOP1
681633	Camptothecin Derivative		TOP1
681634	Camptothecin Derivative		TOP1
681635	Camptothecin Derivative		TOP1
681636	Camptothecin Derivative		TOP1
681637	Camptothecin Derivative		TOP1
681638	Camptothecin Derivative		TOP1
681639	Camptothecin Derivative		TOP1
681640	Camptothecin Derivative		TOP1
681641	Camptothecin Derivative		TOP1
681642	Camptothecin Derivative		TOP1
681643	Camptothecin Derivative		TOP1
681644	Camptothecin Derivative		TOP1
681645	Camptothecin Derivative		TOP1
681646	Camptothecin Derivative		TOP1
681682	"2,3,17.beta.-Triacetyloxyestra-1,3,5(10)-triene"		
681683	"2-Trifluoroethoxy-6-hydroxyiminoestra-1,3,5(10)-trien-3,..."		
681684	"2-Trifluoroethoxy-6-oxoestra-1,3,5(10)-trien-3,17.beta.-..."		
681690	"6-Chloro-N-(3,4-dichlorophenyl)-9H-purin-2-amine"		
681692	WDWFTRKUESNIEQ-UHFFFAOYSA-N		
681693	"2-(4-Toluidino)-7H-pyrrolo[2,3-d]pyrimidin-4-ol"		
681699	2-[[2-(4-Butylanilino)-6-chloro-purin-9-yl]methoxy]ethyl acetate		
681703	LS-126486		
681709	4-Chloro-6-(phenyldiazenyl)-2-pyrimidinamine		
681710	"(5S,5As,8aR,9R)-5-(2-benzoylanilino)-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one"		
681711	"(5S,5As,8aR,9R)-5-(2-benzoyl-4-chloroanilino)-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one"		
681712	"(5S,5As,8aR,9R)-5-[4-chloro-2-(2-chlorobenzoyl)anilino]-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one"		
681713	"(5S,5As,8aR,9R)-5-(2-benzoyl-4-nitroanilino)-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one"		
681719	"Benzoic acid, 4-[[(3,6-dioxo-1,4-cyclohexadienyl)methyl]..."		
681725	2-Anilino-2-[4-[anilino(cyano)methyl]phenyl]acetonitrile		
681727	2-(4-(4-(1-(4-(4-((1-Cyanoethyl)amino)phenoxy)phenyl)-1-methylethyl)phenoxy)anilino)propanenitrile		
681730	"2,2'-(1,3-phenylenebis(methylene))bis(azanediyl)bis(2-ph..."		
681746	N-[Cyano(phenyl)methyl]-N-[2-[2-[2-[[cyano(phenyl)methyl]-(naphthalene-1-carbonyl)amino]ethoxy]ethoxy]ethyl]naphthalene-1-carboxamide		
681748	N-[[3-[[Acetyl(1-cyanopropyl)amino]methyl]phenyl]methyl]-N-(1-cyanopropyl)acetamide		
681750	N-[[4-[10-[4-[[Acetyl(2-phenylethyl)amino]-cyanomethyl]phenoxy]decoxy]phenyl]-cyanomethyl]-N-(2-phenylethyl)acetamide		
681758	"1H-Pyrrole-3,3,4-tricarbonitrile, 5-amino-2,3-dihydro- 1..."		
681761	STL325708		
681767	STK760172		
681768	XTEFRGALZMWBFT-UHFFFAOYSA-N		
681769	STK763956		
681770	Cambridge id 5865107		
681771	STK529683		
681772	"2-Amino-5-(2-furyl)-1-(4-methoxyphenyl)pyrrole-3,4-dicarbonitrile"		
681774			
681775			
681776	XNIVBTJMWLISEX-DJKKODMXSA-N		
681777	STK676952		
681780	"4-Acetyl-3-amino-4-methyl-5-propylcyclopent-2-ene-1,1,2-tricarbonitrile"		
681782	STL298328		
681784	"Ethyl 4,7,7-tricyano-3-imino-5-isopropyl-1-methyl-2-oxabicyclo[2.2.1]heptane-6-carboxylate"		
681786	KLXOIVABBVGCQQ-UHFFFAOYSA-N		
681814	4-[(E)-[1-[3-(2-Chloroanilino)-3-oxo-propanoyl]-3-methyl-5-oxo-4H-pyrazol-4-yl]azo]benzoic acid		
681820	4-[(E)-[1-[3-(2-Methoxyanilino)-3-oxo-propanoyl]-3-methyl-5-oxo-4H-pyrazol-4-yl]azo]benzoic acid		
681823	"Benzo[1,2-b:4,5-b']dithiophene-4,8-dione, 2,7-dinitro-"		
681824	"Benzo[1,2-b:4,5-b']dithiophene-4,8-dione, 2-nitro-"		
681825	"Benzo[1,2-b:4,5-b']dithiophene, 4,8-diethoxy-"		
681827	DJAREVVDYFIGBP-UHFFFAOYSA-N		
681850	"Piperidine-2,2,3,3-tetracarbonitrile, 1-(dimethylamino)-..."		
681852	"2H-Cyclopenta[e]-1,2,4-triazine-6,6,7,7-tetracarbonitril..."		
681856			
681858	STL325606		
681859	"4-Ethyl-3-(methylamino)-5-propylcyclopentane-1,1,2,2-tetracarbonitrile"		
681861	"Cyclopentane-1,1-2,2-tetracarbonitrile, 3-methyl- 5-(dim..."		
681863	STL321802		
681864	NWSIKXMQUQTYMS-UHFFFAOYSA-N		
681865	DWWNSYZALARLDF-UHFFFAOYSA-N		
681866	"Furan-3,3,4-tricarbonitrile, 5-amino-2,3-dihydro- 2-(4-n..."		
681879	STK761190		
681880	SAXXWQJHVLCOKN-UHFFFAOYSA-N		
681882	STK529743		
681947	"Tert-butyl N-[2-[[(5S,6E)-5-hydroxy-6-hydroxyimino-4,5-dihydrocyclopenta[b]thiophen-4-yl]amino]-2-oxoethyl]carbamate"		
681952			
681953			
681962			
681966			
681967			
681968	"Benzoic acid, [[2-methyl-4-[bis(2-cyanoethyl)amino]pheny..."		
681969			
681970			
681971			
681972			
681973			
681974			
682002	"(4-Cyano-1-oxo-5H-pyrido[1,2-a]benzimidazol-3-yl)methyl acetate"		
682008	STK110077		
682009	STK108011		
682010	STK108506		
682011	"Benzimidazo[1,2-b]isoquinoline-6-carbonitrile, 7,8,9,10-..."		
682066	"Phosphorus(1+), bis(1,2-ethanediolato-O[5,10,15,20- tetr..."		
682067	"Phosphorus(1+) bis[[2,2'-oxybis(ethanolato)](1-)-O'] [5,..."		
682069	"6-Bromo-2-[(4-chlorophenyl)methyl]-4,9-dihydro-3H-pyrido[3,4-b]indol-1-one"		
682070	"S-(2-(1,2-Dihydro-3-acenaphthylenylamino)-2-oxoethyl) thiocarbamate"		
682072	"2-[(2,4-Dichlorophenyl)-(imidazol-1-ylmethoxy)methyl]-1H-benzimidazole"		
682074	"13-Thiapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2(11),3,5,7,9,16,18,20,22-decaene"		
682077	1-[4-(4-Chlorophenoxy)phenyl]-3-(diethylamino)propan-1-one hydrochloride		
682086	"2,6-Bis(4-fluorophenyl)-3,7-bis(4-methoxyphenyl)tetrahydro-1H,5H-[1,2,4]triazolo[1,2-a][1,2,4]triazole-1,5-dione"		
682094	"Quinolinium, 1,1'-(1,10-decanediyl)bis[(2-methyl- 4-(phe..."		
682095	"Quinolinium, 1,1'-(1,10-decanediyl)bis[4-(dimethylamino)..."		
682096	"Quinolinium, 4-amino-2-methyl-1-[10-[(2-methyl- 4-quinol..."		
682097	1-[10-[[1-[10-(4-Amino-2-methylquinolin-1-ium-1-yl)decyl]-2-methylquinolin-1-ium-4-yl]amino]decyl]-2-methylquinolin-1-ium-4-amine;iodide		
682098	2-Methyl-1-[10-(2-methyl-4-oxo-1-quinolyl)decyl]quinolin-4-one		
682127	"Benzene-1,3-bis(ethanedithioic acid), .alpha.,.alpha.'- ..."		
682128	4-[(2E)-2-Benzylidenehydrazino]-5-phenyl-5H-oxazol-2-one		
682135			
682138	"1,3-Dimethyl-2-phenyl-5-[4-(4-phenylpiperazin-1-yl)butyl]pyrrolo[3,4-c]pyrrole-4,6-dione"		
682139			
682142	3-(Chloromethyl)-1-methylsulfonyl-6-nitro-indoline		
682144	"[3-(Chloromethyl)-6-nitro-2,3-dihydro-1h-indol-1-yl](5,6,7-trimethoxy-1h-indol-2-yl)methanone"		
682148	Methyl isonuapauanoate		
682220			
682222	"4-Hydroxy-2,2-dimethyl-3,4-dihydropyrano[3,2-g]quinoline-5,10-dione"		
682223	"2H-Pyrano[3,2-g}quinoline-5,10-dione, 4-hydroxy- 2,2,6-t..."		
682225	ZB1337		
682234	"1,4-Bis[3-[3-(1-naphthyl)ureido]propyl]piperazine"		
682237	3-(1-Naphthyl)-1-[8-(1-naphthylcarbamoylamino)octyl]urea		
682241	"9-(2-Chloroethoxymethyl)-1,3-diphenyl-2-thioxo-purin-6-one"		
682242	"6H-Purin-6-one, 1,2,3,9-tetrahydro- 9-(tetrahydro-2-pyra..."		
682293	N-(2-(3-(Benzyloxy)phenyl)ethyl)-3-(4-hydroxyphenyl)propanamide		
682294	3-(4-Hydroxyphenyl)-N-[2-(3-hydroxyphenyl)ethyl]propanamide		
682295	N-(2-(3-(Benzyloxy)phenyl)ethyl)-3-(3-hydroxyphenyl)propanamide		
682297	"Quino[2',3':3,4]pyrrolo[1,2-b][2,7]naphthyridine- 3,14-d..."		
682298	Camptothecin Derivative		TOP1
682301	"aniline, 2-bromo-4-(2-benzothiazolyl)-"		
682302	WCISMKQERHOLSW-UHFFFAOYSA-N		
682303	2-(4-amino-3-chlorophenyl)benzothiazole		
682306	"N-[p-[N-(2,4,7-triamino-6-pteriddinylmethyl)-N-methylami..."		
682307	Geodiamolide E		
682308	Geodiamolide A		
682309	Geodiamolide D		
682335	3-(4-Fluorophenyl)-3-(4-hydroxy-2-methylphenyl)phthalide		
682342	Esulatin A		
682345	Aurantimycin B		
682347	Kumusine		
682352	"3,4-Dihydroxy-2-methyl-3,4-bis(p-tolyl)isoquinolin-1-one"		
682353	"3,4-Dihydroxy-3,4-bis(4-methoxyphenyl)-2-methyl-isoquinolin-1-one"		
682358	N-[4-(Diethylaminomethyl)phenyl]acridin-9-amine		
682359	"1-pentanol, 5-(9-acridinylamino)-"		
682361	"N'-Acridin-9-yl-N-ethylethane-1,2-diamine"		
682363	"N-(3,4-Dimethoxybenzyl)-3-phenyl-7-(trifluoromethyl)quinoxalin-2-amine"		
682365	Methyl 4-[3-(2-thienyl)quinoxalin-2-yl]oxybenzoate		
682366	Ethyl 3-[(4-fluorophenyl)amino]-6-(trifluoromethyl)quinoxaline-2-carboxylate		
682368	3-[(4-Methoxyphenyl)amino]quinoxaline-2-carboxylic acid		
682400	"(-)7,8-Dihydrocalanolide A"		
682429	"2-(1-Propynyl)-3,17.beta.-estradiol"		
682432	"Methyl N-[2-(6-anilino-4,7-dioxo-2H-indazol-3-yl)ethyl]carbamate"		
682435	"(4Z)-2-Methyl-4-pyridin-2-yliminobenzo[f][1,3]benzoxazol-9-one"		
682436	"Naphth[2,3-d]oxazol-9(4H)-one, 4-[(2-aminocyclohexyl) im..."		
682438	TimTec1_007437		
682439			
682440			
682441	"6h-purine-6-thione, 1,9-dihydro-, gold complex"		
682442	"6h-purine-6-thione, 2-amino-1,9-dihydro-, gold complex"		
682443	"(3S,8R,9S,10R,13S,14S,16Z,17Z)-17-Hydrazinylidene-16-hydroxyimino-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15-decahydro-1H-cyclopenta[a]phenanthren-3-ol"		
682444	"3.beta.-Acetoxy-13.alpha.-(5'-methyl-1',3',4'-oxadiazol-..."		
682447	3.beta.-Acetoxy-16-oxo-17-aza-D-homo-5-androsten-17.alph...		
682448	"Benzo[1,2-b:4,5-b']dithiophene-4,8-dione, 2-acetyl-"		
682449	"Benzo[1,2-b:4,5-b']dithiophene-4,8-dione, 2-(1-hydroxyet..."		
682450	"Benzo[1,2-b:4,5-b']dithiophene-4,8-dione, 2-[1-(acetylox..."		
682451	"Benzo[1,2-b:4,5-b']dithiophene-4,8-dione, 2,7-bis(1-hydr..."		
682452	"Benzo[1,2-b:5,4-b']dithiophene-4,8-dione, 2,5-diacetyl-"		
682453	"Benzo[1,2-b:5,4-b']dithiophene-4,8-dione, 2-acetyl-"		
682455	Tetra-p-anisidyl-oxalamidine		
682463	"Thiazolo[4,5-d]pyridazine, 4-chloro-2-phenyl-"		
682505	"2,4-Diethoxyestra-1,3,5(10)trien-3,17.beta.-diol"		
682506	"Methanone, 3-(chloromethyl)-2,3-dihydro-6-(dimethylamino..."		
682518			
682519			
682520	"9H-Purine, 2,6-dibromo-9-[2-deoxy- 3,5-O-bis(4-methylphe..."		
682522	5-(2-Anilino-6-chloro-purin-9-yl)-2-(hydroxymethyl)tetrahydrofuran-3-ol		
682534	"1H-Benzimidazole, 5,6-dichloro-2-(tetrahydro- 2-pyranyl)..."		
682535	"5,6-Dichloro-1-tetrahydropyran-2-yl-benzimidazole"		
682546	1-[3-(Trichloromethyl)tetrahydrofuran-2-yl]benzotriazole		
682561	Cardenolide 2		
682562	"3-Chloro-2-(3,4-dimethoxyphenyl)-5,6-dimethoxy-1H-inden-1-one"		
682563	"(4Z)-4-(1,3-Benzodioxol-5-ylmethylene)isoquinoline-1,3-dione"		
682566	"Allyl 2,3-bis(3,4-dimethoxyphenyl)acrylate"		
682571	"3-(2-(2,4-Dimethylphenyl)-2-oxoethylidene)-3,4-dihydro-2(1H)-quinoxalinone"		
682572	STK526298		
682573	STL356502		
682575	"Acetic acid, (1-acetyl-2,3-dihydro-2-oxo- 3-indolylidene..."		
682576	(3Z)-1-Acetyl-3-[2-(4-chlorophenyl)-2-oxo-ethylidene]indolin-2-one		
682577	SMSF0005277		
682582	STL151178		
682583	CBDivE_014984		
682597	"2-Ethoxy-6-oxoestra-1,3,5(10)-trien-3,17.beta.-diol hydr..."		
682623	N-(4-Aminobutyldiazenyl)-4-methylaniline		
682689	"2,4,16-Tribromoestra-1,3,5(10)-trien-3-ol-17-one"		
682697			
682719	(3-Methoxy-2-(4-methoxyphenyl)-4-oxo-4H-chromen-8-yl)acetic acid		
682720	2-[3-Methoxy-4-oxo-2-(2-thienyl)chromen-8-yl]acetic acid		
682721	8-(Dimethoxyphosphorylmethyl)-3-methoxy-2-phenyl-chromen-4-one		
682744	"4,4-Diethyl-1-propionyl-3,5-pyrazolidinedione"		
682746	"1-(4-Chlorobenzoyl)-4,4-diethylpyrazolidine-3,5-dione"		
682750	"1-(4-Chlorobenzoyl)-2-benzoyl-4,4-diethylpyrazolidine-3,5-dione"		
682751	"1-(2-Chlorobenzoyl)-2-(4-chlorobenzoyl)-4,4-diethyl-3,5-pyrazolidinedione"		
682756	"Spiro[4H-1-benzazepine-4,1'-cyclohexane]-2,5(1H,3H)-dion..."		
682758	"1'-hydroxy-2'-(4-methoxybenzoyl)-1'-(4-methoxyphenyl)spiro[1,3-dihydro-1-benzazepine-4,4'-cyclohexane]-2,5-dione"		
682761	"spiro[4h-1-benzazepine-4,1'-cyclohexane]-2,5(1h,3h)-dion..."		
682762	"1'-Hydroxy-2'-(naphthalene-2-carbonyl)-1'-naphthalen-2-ylspiro[1,3-dihydro-1-benzazepine-4,4'-cyclohexane]-2,5-dione"		
682763	"1'-Hydroxy-2'-(naphthalene-1-carbonyl)-1'-naphthalen-1-ylspiro[1,3-dihydro-1-benzazepine-4,4'-cyclohexane]-2,5-dione"		
682764	"Pyrido[3,2-d][1]benzazepin-6-one, 4-(4-chlorophenyl)-2-p..."		
682765	"5H-Pyrido[3,2-d][2]benzazepin-6(7H)-one, 2-(4-chlorophen..."		
682766	"2-(4-Methoxyphenyl)-4-phenyl-5,7-dihydropyrido[3,2-d][1]benzazepin-6-one"		
682767	"2-Phenyl-4-(2-thienyl)-5,7-dihydropyrido[3,2-d][1]benzazepin-6-one"		
682768	"2-(2-Naphthyl)-4-phenyl-5,7-dihydropyrido[3,2-d][1]benzazepin-6-one"		
682769	"5H-Pyrido[3,2-d][2]benzazepin-6(7H)-one, 4-(3,4-dimethox..."		
682770	"4-(4-Chlorophenyl)-2-phenyl-5,7-dihydropyrido[3,2-d][1]benzazepine-6-thione"		
682771	"5H-Pyrido[3,2-d][2]benzazepin-6(7H)-thione, 2-(4-chlorop..."		
682789	4-Methyl-N-[4-[(4-methylanilino)diazenyl]butyldiazenyl]aniline		
682803	"1-[4-[Tert-butyl(dimethyl)silyl]oxy-5-[[tert-butyl(dimethyl)silyl]oxymethyl]oxolan-2-yl]-5-fluoropyrimidine-2,4-dione"		
682809	tetraoxo[?]dione		
682813	1-Amino-3-(2-chloroethyl)-1-methyl-urea		
682814			
682815	"12h-7,11-nitrilo-6h,20h-dibenzo[b,m][1,15,5,8,11] dioxat..."		
682816	"10,18-Dioxa-2,26,32-triazapentacyclo[25.2.2.112,16.04,9.019,24]dotriaconta-1(30),2,4,6,8,12(32),13,15,19,21,23,25,27(31),28-tetradecaene"		
682817	"7,10:11,14-Dietheno-28H-23,27-nitrilo-22H-dibenzo[b,p] [..."		
682821	"Propanimidoyl chloride, 2-methyl-N-[[[(3-methylphenyl) a..."		
682822	"Propanimidoyl chloride, 2-methyl-N-[[[(2-methylphenyl) a..."		
682823	"Propanimidoyl chloride, N-[[[(3,4-dichlorophenyl)amino] ..."		
682824	"Propanimidoyl chloride, N-[[[(3-chloro-4-fluorophenyl) a..."		
682825	"Propanimidoyl chloride, N-[[[(4-bromophenyl)amino] carbo..."		
682826	"Propanimidoyl chloride, N-[[[(4-methoxy-3-methylphenyl) ..."		
682827	"Propanimidoyl chloride, 2-methyl- N-[[[[3-(trifluorometh..."		
682828	"Butanimidoyl chloride, N-[[[(4-fluorophenyl)amino] carbo..."		
682829	"Propanimidoyl chloride, 2-methyl-N-[[[[4-(methoxy- carbo..."		
682830	"Ethanimidoyl chloride, N-[[[[4-(aminosulfonyl)- 3-methyl..."		
682831	"Butanimidoyl chloride, N-[[[(3-fluorophenyl)amino] carbo..."		
682833	"Propanimidoyl chloride, N-[[[(4-methoxyphenyl)amino] car..."		
682834	"Propanimidoyl chloride, N-[[[(2,4-difluorophenyl)amino] ..."		
682835	"Propanimidoyl chloride, N-[[[(5-fluoro-2-methylphenyl) a..."		
682836	"Propanimidoyl chloride, N-[[[[2-(trifluoromethoxy)phenyl..."		
682838	"Propanimidoyl chloride, N-[[[(5-chloro-2-methoxyphenyl) ..."		
682839	"Propanimidoyl chloride, N-[[[[2-methoxy- 5-(trifluoromet..."		
682840	"Butanimidoyl chloride, N-[[[[4-(trifluoromethoxy)phenyl]..."		
682841			
682860	"[1]Benzopyrano[3,4-c]pyrazole, 3-(4-chlorophenyl)- 2,3-d..."		
682861	"[1]Benzopyrano[3,4-c]pyrazole, 3-(4-chlorophenyl)- 2,3-d..."		
682864	"4-(4-Chlorophenyl)-1,2,5,6-tetrahydrobenzo[h]quinazolin-2-amine"		
682866	"Ethanone, 1-[7-(4-chlorophenyl)-5,6-dihydro-9-methyl- 7H..."		
