""	"NSC"	"NAME"	"SMILES"	"CONFIDENTIAL_FLAG"	"MOA"	"FDA_STATUS"	"TOTAL_EXPS"	"TOTAL_EXPS_AFTER_QC"	"PUBCHEM_ID"	"CAS"
"701812"	"701812"	"12H-[1,3]Dioxolo[5,6]indeno[1,2-c]isoquinolinium,2,3-dim..."	"CCC[n+]1cc2cc(OC)c(OC)cc2c3Cc4cc5OCOc5cc4c13"	0	""	""	3	3	11811448	""
"701817"	"701817"	"3-Hydroxy-16-(3,4,5-trimethoxybenzylidene)-17-oxo-1,3,5(..."	"COc1cc(\C=C\2/C[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]3(C)C2=O)cc(OC)c1OC"	0	""	""	1	1	5470445	""
"701822"	"701822"	"3-(2-Pyrrolidinoethoxy)-16-(p-N,N-dimethylbenzylidene)-1..."	"CN(C)c1ccc(\C=C\2/C[C@H]3[C@@H]4CCc5cc(OCCN6CCCC6)ccc5[C@H]4CC[C@]3(C)[C@H]2O)cc1"	0	""	""	2	1	5470450	""
"701852"	"701852"	"Vorinostat"	"ONC(=O)CCCCCCC(=O)Nc1ccccc1"	0	"HDAC"	"FDA approved"	9	4	NA	"149647789"
"701973"	"701973"	"4-N-Diphenoxyphosphoryl-1-N-(10H-indolo[3,2-b]quinolin-11-yl)-2-methoxybenzene-1,4-diamine"	"COc1cc(NP(=O)(Oc2ccccc2)Oc3ccccc3)ccc1Nc4c5ccccc5nc6c7ccccc7[nH]c46"	0	""	""	2	2	396276	""
"701984"	"701984"	"4H,9H-Naphtho[2,3-b]furan-2-carboxaldehyde, 4,9-dioxo-"	"O=Cc1oc2C(=O)c3ccccc3C(=O)c2c1"	0	""	""	2	2	396286	""
"701985"	"701985"	"Naphtho[2,3-b]furan-4,9-dione, 2-bromo-"	"Brc1oc2C(=O)c3ccccc3C(=O)c2c1"	0	""	""	2	2	396287	""
"701986"	"701986"	"1,3-Dibromo-5-butylthieno[3,4-c]pyrrole-4,6-dione"	"CCCCN1C(=O)c2c(Br)sc(Br)c2C1=O"	0	""	""	1	1	396288	""
"701990"	"701990"	"1-Oxaspiro[4,5]deca-6,9-diene-2,8-dione"	"O=C1CCC2(O1)C=CC(=O)C=C2"	0	NA	NA	1	1	NA	""
"701992"	"701992"	"Methyl-4-(1-hydroxy-4-oxocyclohexa-2,5-di-enyl)prop-3-yn..."	"COC(=O)C#CC1(O)C=CC(=O)C=C1"	0	""	""	2	2	396292	""
"701993"	"701993"	"7-(1h-Pyrrol-2-yl)-2,1,3-benzothiadiazole"	"c1c[nH]c(c1)c2cccc3nsnc23"	0	""	""	1	1	396293	""
"701994"	"701994"	"AK123225"	"c1csc(c1)c2ccc(c3cccs3)c4nsnc24"	0	""	""	2	2	396294	""
"701995"	"701995"	"7-[5-(2-Thienyl)-2-thienyl]-2,1,3-benzothiadiazole"	"c1csc(c1)c2ccc(s2)c3cccc4nsnc34"	0	""	""	1	1	396295	""
"702015"	"702015"	"1H-Indole-2-carboxylic acid, 2,3,5,11a-tetrahydro-7-meth..."	"COc1cc2C(=O)N3CCC[C@H]3C=Nc2cc1OC(=O)c4cc5ccccc5[nH]4"	0	""	""	2	2	396302	""
"702030"	"702030"	"4(3H)-Quinazolinone, 2,2'-thiobis[3-amino-"	"NN1C(=Nc2ccccc2C1=O)SC3=Nc4ccccc4C(=O)N3N"	0	""	""	2	1	396306	""
"702045"	"702045"	"2-Propenone, 1,1'-(2,5-pyridinediyl)bis[3-(3,4-dimethoxy..."	"COc1ccc(\C=C\C(=O)c2cccc(n2)C(=O)\C=C\c3ccc(OC)c(OC)c3)cc1OC"	0	""	""	2	2	5470456	""
"702046"	"702046"	"(E)-3-(2-Thienyl)-1-[6-[(E)-3-(2-thienyl)prop-2-enoyl]-2-pyridyl]prop-2-en-1-one"	"O=C(\C=C\c1cccs1)c2cccc(n2)C(=O)\C=C\c3cccs3"	0	""	""	2	2	5470457	""
"702047"	"702047"	"2-Propenone, 1,1'-(2,5-pyridinediyl)bis[3-(2-furanyl)-"	"O=C(\C=C\c1occc1)c2cccc(n2)C(=O)\C=C\c3occc3"	0	""	""	2	2	5470458	""
"702104"	"702104"	"N-(2-Phenylethyl)-4-[[(3-phenylmethacryloyl)amino]methyl]benzamide"	"C\C(=C/c1ccccc1)\C(=O)NCc2ccc(cc2)C(=O)NCCc3ccccc3"	0	""	""	2	2	5470459	""
"702105"	"702105"	"Methyl (2S)-3-methyl-2-[[4-[[[(E)-2-methyl-3-phenylprop-2-enoyl]amino]methyl]benzoyl]amino]butanoate"	"COC(=O)[C@@H](NC(=O)c1ccc(CNC(=O)\C(=C\c2ccccc2)\C)cc1)C(C)C"	0	""	""	1	1	5470460	""
"702106"	"702106"	"Methyl (2S)-2-[[4-[[[(E)-2-methyl-3-phenylprop-2-enoyl]amino]methyl]benzoyl]amino]-4-methylsulfanylbutanoate"	"COC(=O)[C@H](CCSC)NC(=O)c1ccc(CNC(=O)\C(=C\c2ccccc2)\C)cc1"	0	""	""	1	1	5470461	""
"702108"	"702108"	"Methyl (2S)-3-(1H-indol-3-yl)-2-[[4-[[[(E)-2-methyl-3-phenylprop-2-enoyl]amino]methyl]benzoyl]amino]propanoate"	"COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c3ccc(CNC(=O)\C(=C\c4ccccc4)\C)cc3"	0	""	""	1	1	5470462	""
"702110"	"702110"	"Methyl (2S)-3-phenyl-2-[[4-[[[(E)-3-(4-phenylphenyl)prop-2-enoyl]amino]methyl]benzoyl]amino]propanoate"	"COC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccc(CNC(=O)\C=C\c3ccc(cc3)c4ccccc4)cc2"	0	""	""	1	1	5470464	""
"702113"	"702113"	"Methyl (2S)-3-phenyl-2-[[4-[[[(E)-3-(4-phenylmethoxyphenyl)prop-2-enoyl]amino]methyl]benzoyl]amino]propanoate"	"COC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccc(CNC(=O)\C=C\c3ccc(OCc4ccccc4)cc3)cc2"	0	""	""	2	2	5470467	""
"702114"	"702114"	"N-Benzyl-4-[[[(E)-3-(4-phenylmethoxyphenyl)prop-2-enoyl]amino]methyl]benzamide"	"O=C(NCc1ccc(cc1)C(=O)NCc2ccccc2)\C=C\c3ccc(OCc4ccccc4)cc3"	0	""	""	1	1	5470468	""
"702116"	"702116"	"N-Benzyl-4-[[[(E)-3-(3-phenoxyphenyl)prop-2-enoyl]amino]methyl]benzamide"	"O=C(NCc1ccc(cc1)C(=O)NCc2ccccc2)\C=C\c3cccc(Oc4ccccc4)c3"	0	""	""	1	1	5470470	""
"702117"	"702117"	"Methyl (2S)-2-[[4-[[[(E)-3-(3-phenoxyphenyl)prop-2-enoyl]amino]methyl]benzoyl]amino]-3-phenylpropanoate"	"COC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccc(CNC(=O)\C=C\c3cccc(Oc4ccccc4)c3)cc2"	0	""	""	1	1	5470471	""
"702120"	"702120"	"N-[2-(1H-Indol-3-yl)ethyl]-4-[[[(E)-2-methyl-3-phenylprop-2-enoyl]amino]methyl]benzamide"	"C\C(=C/c1ccccc1)\C(=O)NCc2ccc(cc2)C(=O)NCCc3c[nH]c4ccccc34"	0	""	""	1	1	5470474	""
"702121"	"702121"	"4-[[[(E)-3-[5-(2-Nitrophenyl)furan-2-yl]prop-2-enoyl]amino]methyl]-N-(2-phenylethyl)benzamide"	"[O-][N+](=O)c1ccccc1c2oc(\C=C\C(=O)NCc3ccc(cc3)C(=O)NCCc4ccccc4)cc2"	0	""	""	1	1	5470475	""
"702123"	"702123"	"Methyl (2S)-3-(1H-indol-3-yl)-2-[[4-[[[(E)-3-(3-phenoxyphenyl)prop-2-enoyl]amino]methyl]benzoyl]amino]propanoate"	"COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c3ccc(CNC(=O)\C=C\c4cccc(Oc5ccccc5)c4)cc3"	0	""	""	1	1	5470477	""
"702124"	"702124"	"N-(3-Methylbutyl)-4-[[[(E)-3-[5-(2-nitrophenyl)furan-2-yl]prop-2-enoyl]amino]methyl]benzamide"	"CC(C)CCNC(=O)c1ccc(CNC(=O)\C=C\c2oc(cc2)c3ccccc3[N+](=O)[O-])cc1"	0	""	""	1	1	5470478	""
"702125"	"702125"	"N-[2-(1H-Indole-3-yl)ethyl]-4-[[[3-[4-(benzyloxy)phenyl]acryloyl]amino]methyl]benzamide"	"O=C(NCc1ccc(cc1)C(=O)NCCc2c[nH]c3ccccc23)\C=C\c4ccc(OCc5ccccc5)cc4"	0	""	""	2	2	5470479	""
"702128"	"702128"	"N-Benzyl-4-[[[(E)-3-naphthalen-2-ylprop-2-enoyl]amino]methyl]benzamide"	"O=C(NCc1ccc(cc1)C(=O)NCc2ccccc2)\C=C\c3ccc4ccccc4c3"	0	""	""	2	1	5470482	""
"702129"	"702129"	"N-[(R)-1-Phenylethyl]-4-[[[3-(3-phenoxyphenyl)acryloyl]amino]methyl]benzamide"	"C[C@@H](NC(=O)c1ccc(CNC(=O)\C=C\c2cccc(Oc3ccccc3)c2)cc1)c4ccccc4"	0	""	""	2	2	5470483	""
"702131"	"702131"	"N-(2-Phenylethyl)-4-[[[3-(2-phenylthiazole-4-yl)acryloyl]amino]methyl]benzamide"	"O=C(NCc1ccc(cc1)C(=O)NCCc2ccccc2)\C=C\c3csc(n3)c4ccccc4"	0	""	""	1	1	5470485	""
"702134"	"702134"	"Methyl (2S)-3-phenyl-2-[[4-[[[(E)-3-(2-phenyl-1,3-thiazol-4-yl)prop-2-enoyl]amino]methyl]benzoyl]amino]propanoate"	"COC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccc(CNC(=O)\C=C\c3csc(n3)c4ccccc4)cc2"	0	""	""	2	2	5470488	""
"702136"	"702136"	"Methyl (2S)-4-methylsulfanyl-2-[[4-[[[(E)-3-(3-phenoxyphenyl)prop-2-enoyl]amino]methyl]benzoyl]amino]butanoate"	"COC(=O)[C@H](CCSC)NC(=O)c1ccc(CNC(=O)\C=C\c2cccc(Oc3ccccc3)c2)cc1"	0	""	""	2	2	5470490	""
"702137"	"702137"	"N-[2-(1H-Indol-3-yl)ethyl]-4-[[[(E)-3-(4-phenylphenyl)prop-2-enoyl]amino]methyl]benzamide"	"O=C(NCc1ccc(cc1)C(=O)NCCc2c[nH]c3ccccc23)\C=C\c4ccc(cc4)c5ccccc5"	0	""	""	1	1	5470491	""
"702152"	"702152"	"2-[3-Methyl-4-[acetoxy(acetyl)amino]phenyl]benzothiazole"	"CC(=O)ON(C(=O)C)c1ccc(cc1C)c2nc3ccccc3s2"	0	""	""	1	1	396348	""
"702154"	"702154"	"4-(6-Fluoro-1,3-benzothiazol-2-yl)-2-iodoaniline"	"Nc1ccc(cc1I)c2nc3ccc(F)cc3s2"	0	""	""	2	2	396350	""
"702155"	"702155"	"2-Chloro-4-(6-fluoro-1,3-benzothiazol-2-yl)aniline"	"Nc1ccc(cc1Cl)c2nc3ccc(F)cc3s2"	0	""	""	2	2	396351	""
"702156"	"702156"	"4-(6-Fluoro-1,3-benzothiazol-2-yl)-2-methylaniline"	"Cc1cc(ccc1N)c2nc3ccc(F)cc3s2"	0	""	""	1	1	396352	""
"702158"	"702158"	"7-epi-3,4-bis-nor-dolastatin 11"	"CC[C@H](C)[C@@H]1OC(=O)CCNC(=O)[C@@H](C)NC(=O)C(C)(C)C(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)CNC(=O)[C@H](CC(C)C)N(C)C(=O)CNC1=O"	0	""	""	2	2	396354	""
"702208"	"702208"	"Heliquinomycin"	"COC1CC(O[C@@H]2c3c(O)c4C(=O)C=C(OC)C(=O)c4c(O)c3O[C@@]25Oc6c(O)c7C(=O)OC(=Cc7cc6C[C@H]5O)C(=O)OC)OC(C)C1O"	0	NA	NA	3	2	NA	"178182495"
"702214"	"702214"	"(1R,2R,5R,9R,10S,13R)-13-Hydroxy-5,9,13-trimethyl-3,14,15-trioxatetracyclo[8.5.0.01,6.02,12]pentadecan-4-one"	"C[C@@H]1CCC2[C@@H](C)C(=O)O[C@@H]3C4C[C@@H]1[C@@]23OO[C@@]4(C)O"	0	""	""	1	1	6712631	""
"702294"	"702294"	"Estramustine"	"C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2OP(=O)(O)O"	0	"A7|TUBB|AlkAg"	"FDA approved"	2	1	54611422	"52205739"
"702295"	"702295"	"4H-1-Benzopyran-4-one, 5-amino-6,8-difluoro- 2-[3-fluoro..."	"Cc1c(F)c(N)c2C(=O)C=C(Oc2c1F)c3ccc(NC(=O)[C@@H](N)CCCCN)c(F)c3"	0	""	""	2	2	396363	""
"702308"	"702308"	"Bipinnatin H"	"CC(=O)O[C@@H]1CC([C@H](OC(=O)C)c2oc(cc2C)[C@H]3O[C@]3(C)C[C@@H]4OC(=O)C1=C4)[C@@]5(C)CO5"	0	""	""	1	1	396365	""
"702309"	"702309"	"Bipinnatin I"	"COC(=O)C(=C)C1C[C@@H](OC(=O)C)C2=C[C@H](C[C@@]3(C)O[C@@H]3c4oc([C@H]1OC(=O)C)c(C)c4)OC2=O"	0	""	""	1	1	396366	""
"702313"	"702313"	"Methyl 2-[5,6,12,13-tetracyano-9-(2-methoxy-2-oxoethyl)-2,4,7,9,11,14-hexazatricyclo[8.4.0.03,8]tetradeca-1(14),3,5,7,10,12-hexaen-2-yl]acetate"	"COC(=O)CN1c2nc(C#N)c(nc2N(CC(=O)OC)c3nc(C#N)c(nc13)C#N)C#N"	0	""	""	2	2	396370	""
"702320"	"702320"	"WGSBXSBPVUTUKB-UHFFFAOYSA-N"	"N#Cc1nc(c2ccccn2)c(nc1C#N)c3ccccn3"	0	""	""	2	2	396371	""
"702321"	"702321"	"Ethyl 2-[(7-chloro-4,5-dioxo-pyrano[3,4-e][1,3]oxazin-2-yl)amino]acetate"	"CCOC(=O)CNC1=NC(=O)C2=C(O1)C=C(Cl)OC2=O"	0	""	""	1	1	396372	""
"702322"	"702322"	"Ethyl 2-[(7-chloro-4,5-dioxo-pyrano[3,4-e][1,3]oxazin-2-yl)amino]-3-(4-hydroxyphenyl)propanoate"	"CCOC(=O)C(Cc1ccc(O)cc1)NC2=NC(=O)C3=C(O2)C=C(Cl)OC3=O"	0	""	""	2	1	396373	""
"702323"	"702323"	"Ethyl N-[(7-chloro-2-methylsulfanyl-4,5-dioxo-3H-pyrano[3,4-e][1,3]oxazin-2-yl)amino]carbamate"	"CCOC(=O)NNC1(NC(=O)C2=C(O1)C=C(Cl)OC2=O)SC"	0	""	""	2	1	396374	""
"702326"	"702326"	"2-[(2E,6E,10E,14Z,18E,22E,26E)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl]benzene-1,4-diol"	"CC(=CCC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C/CC\C(=C\CC\C(=C\CC\C(=C\Cc1cc(O)ccc1O)\C)\C)\C)\C)\C)\C)\C)C"	0	""	""	2	2	5470495	""
"702327"	"702327"	"Benzene-1,4-diol, 2-[19-(hydroxymethyl)-3,7,11,15,23,27,..."	"CC(=CCC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C/CC\C(=C\CC\C(=C\CC\C(=C\Cc1cc(O)ccc1O)\C)\C)\C)\C)\CO)\C)\C)C"	0	""	""	2	2	5470496	""
"702328"	"702328"	"(2Z,6Z,10E,14E,18E)-20-(3,6-Dioxocyclohexa-1,4-dien-1-yl)-6,10,14,18-tetramethyl-2-[(3E,7E)-4,8,12-trimethyltrideca-3,7,11-trienyl]icosa-2,6,10,14,18-pentaenal"	"CC(=CCC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C/CC\C(=C\CC\C(=C\CC\C(=C\CC1=CC(=O)C=CC1=O)\C)\C)\C)\C)\C=O)\C)\C)C"	0	""	""	1	1	5470497	""
"702332"	"702332"	"N-(2,5-Dimethoxyphenyl)-1-(3,4,5-trimethoxyphenyl)methanimine"	"COc1ccc(OC)c(c1)\N=C\c2cc(OC)c(OC)c(OC)c2"	0	""	""	2	1	396379	""
"702334"	"702334"	"(E)-N-Pyridin-2-yl-1-(3,4,5-trimethoxyphenyl)methanimine"	"COc1cc(\C=N\c2ccccn2)cc(OC)c1OC"	0	""	""	2	1	9556386	""
"702337"	"702337"	"AR-685/43307786"	"COc1cc(cc(OC)c1OC)C2SCC(=O)N2c3ccccc3OC"	0	""	""	3	2	396384	""
"702338"	"702338"	"4-Thiazolidinone, 3-(4-chlorophenyl)-2-(3,4,5-trimethoxy..."	"COc1cc(cc(OC)c1OC)C2SCC(=O)N2c3ccc(Cl)cc3"	0	""	""	2	2	396385	""
"702340"	"702340"	"3-(3,4-Dichlorophenyl)-2-(3,4,5-trimethoxyphenyl)thiazolidin-4-one"	"COc1cc(cc(OC)c1OC)C2SCC(=O)N2c3ccc(Cl)c(Cl)c3"	0	""	""	2	2	396387	""
"702345"	"702345"	"3-(3-Methoxyphenyl)-2-(3,4,5-trimethoxyphenyl)thiazolidin-4-one"	"COc1cccc(c1)N2C(SCC2=O)c3cc(OC)c(OC)c(OC)c3"	0	""	""	1	1	396392	""
"702348"	"702348"	"(5E)-5-Benzylidene-3-(4-nitrophenyl)-2-(3,4,5-trimethoxyphenyl)-1,3-thiazolidin-4-one"	"COc1cc(cc(OC)c1OC)C2S\C(=C\c3ccccc3)\C(=O)N2c4ccc(cc4)[N+](=O)[O-]"	0	""	""	2	2	5470499	""
"702349"	"702349"	"(5E)-5-Benzylidene-3-(3-nitrophenyl)-2-(3,4,5-trimethoxyphenyl)-1,3-thiazolidin-4-one"	"COc1cc(cc(OC)c1OC)C2S\C(=C\c3ccccc3)\C(=O)N2c4cccc(c4)[N+](=O)[O-]"	0	""	""	1	1	5470500	""
"702350"	"702350"	"(5E)-5-Benzylidene-3-(2-methoxyphenyl)-2-(3,4,5-trimethoxyphenyl)-1,3-thiazolidin-4-one"	"COc1ccccc1N2C(S\C(=C\c3ccccc3)\C2=O)c4cc(OC)c(OC)c(OC)c4"	0	""	""	1	1	5470501	""
"702351"	"702351"	"(5E)-5-Benzylidene-3-(4-chlorophenyl)-2-(3,4,5-trimethoxyphenyl)-1,3-thiazolidin-4-one"	"COc1cc(cc(OC)c1OC)C2S\C(=C\c3ccccc3)\C(=O)N2c4ccc(Cl)cc4"	0	""	""	2	2	5470502	""
"702352"	"702352"	"(5E)-5-Benzylidene-3-(2-chlorophenyl)-2-(3,4,5-trimethoxyphenyl)-1,3-thiazolidin-4-one"	"COc1cc(cc(OC)c1OC)C2S\C(=C\c3ccccc3)\C(=O)N2c4ccccc4Cl"	0	""	""	1	1	5470503	""
"702353"	"702353"	"N-[4-[(5E)-5-Benzylidene-4-oxo-2-(3,4,5-trimethoxyphenyl)-1,3-thiazolidin-3-yl]phenyl]acetamide"	"COc1cc(cc(OC)c1OC)C2S\C(=C\c3ccccc3)\C(=O)N2c4ccc(NC(=O)C)cc4"	0	""	""	1	1	5470504	""
"702355"	"702355"	"(5E)-5-Benzylidene-3-(2,4,5-trichlorophenyl)-2-(3,4,5-trimethoxyphenyl)-1,3-thiazolidin-4-one"	"COc1cc(cc(OC)c1OC)C2S\C(=C\c3ccccc3)\C(=O)N2c4cc(Cl)c(Cl)cc4Cl"	0	""	""	2	1	5470506	""
"702357"	"702357"	"N-[3-[(5E)-5-Benzylidene-4-oxo-2-(3,4,5-trimethoxyphenyl)-1,3-thiazolidin-3-yl]phenyl]acetamide"	"COc1cc(cc(OC)c1OC)C2S\C(=C\c3ccccc3)\C(=O)N2c4cccc(NC(=O)C)c4"	0	""	""	1	1	5470508	""
"702358"	"702358"	"(5E)-5-Benzylidene-3-(2,5-dimethoxyphenyl)-2-(3,4,5-trimethoxyphenyl)-1,3-thiazolidin-4-one"	"COc1ccc(OC)c(c1)N2C(S\C(=C\c3ccccc3)\C2=O)c4cc(OC)c(OC)c(OC)c4"	0	""	""	2	1	5470509	""
"702359"	"702359"	"(5E)-3-Benzyl-5-benzylidene-2-(3,4,5-trimethoxyphenyl)-1,3-thiazolidin-4-one"	"COc1cc(cc(OC)c1OC)C2S\C(=C\c3ccccc3)\C(=O)N2Cc4ccccc4"	0	""	""	1	1	5470510	""
"702363"	"702363"	"(5E)-5-Benzylidene-3-pyridin-2-yl-2-(3,4,5-trimethoxyphenyl)-1,3-thiazolidin-4-one"	"COc1cc(cc(OC)c1OC)C2S\C(=C\c3ccccc3)\C(=O)N2c4ccccn4"	0	""	""	2	1	5470514	""
"702373"	"702373"	"Paullone Analog 47"	"COc1cccc2c1NC(=O)Cc3c2[nH]c4ccc(Br)cc34"	0	""	""	2	2	396411	""
"702378"	"702378"	"Paullone Analog 9"	"COc1cc2NC(=O)Cc3c([nH]c4ccc(cc34)C(F)(F)F)c2cc1OC"	0	""	""	2	2	396412	""
"702395"	"702395"	"3-Benzyl-4-[(E)-(5-nitrofuran-2-yl)methylideneamino]-1H-1,2,4-triazol-5-one"	"[O-][N+](=O)c1oc(\C=N\N2C(=O)NN=C2Cc3ccccc3)cc1"	0	""	""	1	1	9556387	""
"702396"	"702396"	"3-[(4-Chlorophenyl)methyl]-4-[(E)-(5-nitrofuran-2-yl)methylideneamino]-1H-1,2,4-triazol-5-one"	"[O-][N+](=O)c1oc(\C=N\N2C(=O)NN=C2Cc3ccc(Cl)cc3)cc1"	0	""	""	2	2	9556388	""
"702397"	"702397"	"3-Benzyl-4-[(E)-(2,4-dimethoxyphenyl)methylideneamino]-1H-1,2,4-triazol-5-one"	"COc1ccc(\C=N\N2C(=O)NN=C2Cc3ccccc3)c(OC)c1"	0	""	""	2	1	9556389	""
"702399"	"702399"	"4-[(E)-(2,4-Dimethoxyphenyl)methylideneamino]-3-phenyl-1H-1,2,4-triazol-5-one"	"COc1ccc(\C=N\N2C(=O)NN=C2c3ccccc3)c(OC)c1"	0	""	""	2	2	9556391	""
"702400"	"702400"	"3-Phenyl-4-[(E)-(3,4,5-trimethoxyphenyl)methylideneamino]-1H-1,2,4-triazol-5-one"	"COc1cc(\C=N\N2C(=O)NN=C2c3ccccc3)cc(OC)c1OC"	0	""	""	2	2	9556392	""
"702403"	"702403"	"4-[(E)-1H-Indol-3-ylmethylideneamino]-3-phenyl-1H-1,2,4-triazol-5-one"	"O=C1NN=C(N1\N=C\c2c[nH]c3ccccc23)c4ccccc4"	0	""	""	1	1	135505175	""
"702408"	"702408"	"N-[3-(Methylamino)propyl]-2-(5-methyl-2,4-dioxopyrimidin-1-yl)ethanethioamide;hydrochloride"	"CNCCCNC(=S)CN1C=C(C)C(=O)NC1=O"	0	""	""	3	1	5470518	""
"702415"	"702415"	"Dimethyl 7-benzoyl-2-(4-chlorophenyl)-4a,7-dihydropyrrolo[2,1-f]pyridazine-5,6-dicarboxylate"	"COC(=O)C1=C(C(N2N=C(C=CC12)c3ccc(Cl)cc3)C(=O)c4ccccc4)C(=O)OC"	0	""	""	1	1	396442	""
"702416"	"702416"	"(Z)-1-(4-Bromophenyl)-3-(4-chloroanilino)-2-[3-(4-chlorophenyl)pyridazin-1-ium-1-yl]-3-oxoprop-1-en-1-olate"	"Clc1ccc(NC(=O)[C-](C(=O)c2ccc(Br)cc2)[n+]3cccc(n3)c4ccc(Cl)cc4)cc1"	0	""	""	1	1	54714473	""
"702418"	"702418"	"Dimethyl 2-(4-chlorophenyl)-7-(4-nitrobenzoyl)pyrrolo[2,1-f]pyridazine-5,6-dicarboxylate"	"COC(=O)c1c(C(=O)OC)c2ccc(nn2c1C(=O)c3ccc(cc3)[N+](=O)[O-])c4ccc(Cl)cc4"	0	""	""	1	1	396446	""
"702421"	"702421"	"N-[2-Acetamido-6-[[(2R,3S)-2-(dibenzylamino)-3-hydroxyhexyl]amino]pyrimidin-4-yl]acetamide"	"CCC[C@H](O)[C@@H](CNc1cc(NC(=O)C)nc(NC(=O)C)n1)N(Cc2ccccc2)Cc3ccccc3"	0	""	""	1	1	396448	""
"702422"	"702422"	"1,3-Bis[(E)-dimethylsulfamoyliminomethyl]benzene"	"CN(C)S(=O)(=O)\N=C\c1cccc(\C=N\S(=O)(=O)N(C)C)c1"	0	""	""	1	1	9572083	""
"702433"	"702433"	"2-[2-[5-Bromo-2-[3-(2-tetrahydropyran-2-yloxyethyl)-2-thienyl]-3-thienyl]ethoxy]tetrahydropyran"	"Brc1cc(CCOC2CCCCO2)c(s1)c3sccc3CCOC4CCCCO4"	0	""	""	2	2	396459	""
"702435"	"702435"	"2-[2-[3-(2-Hydroxyethyl)-5-[4-(2-hydroxyethyl)-5-[3-(2-hydroxyethyl)-5-[4-(2-hydroxyethyl)-5-[3-(2-hydroxyethyl)thiophen-2-yl]thiophen-2-yl]thiophen-2-yl]thiophen-2-yl]thiophen-2-yl]thiophen-3-yl]etha"	"OCCc1ccsc1c2sc(cc2CCO)c3cc(CCO)c(s3)c4sc(cc4CCO)c5cc(CCO)c(s5)c6sccc6CCO"	0	""	""	2	1	396461	""
"702436"	"702436"	"[1-[2-(Trifluoromethylsulfonyloxy)dibenzofuran-1-yl]dibenzofuran-2-yl] trifluoromethanesulfonate"	"FC(F)(F)S(=O)(=O)Oc1ccc2oc3ccccc3c2c1c4c(OS(=O)(=O)C(F)(F)F)ccc5oc6ccccc6c45"	0	""	""	2	1	396462	""
"702438"	"702438"	"3-[(1R,12Br)-1-ethyl-4-oxo-2,3,6,7,12,12b-hexahydroindolo[2,3-a]quinolizin-1-yl]-N-[2-(1H-indol-3-yl)ethyl]propanamide"	"CC[C@@]1(CCC(=O)NCCc2c[nH]c3ccccc23)CCC(=O)N4CCc5c([nH]c6ccccc56)[C@@H]14"	0	""	""	1	1	396464	""
"702440"	"702440"	"[(E)-2,2,3-Trimethyl-3-(tosylaminocarbonyl)cyclopentylidene]acetic acid methyl ester"	"COC(=O)\C=C\1/CCC(C)(C(=O)NS(=O)(=O)c2ccc(C)cc2)C1(C)C"	0	""	""	1	1	5470525	""
"702616"	"702616"	"9H-Quino[4,3,2-de][1,10]phenanthrolin-9-one, 4,5,6,7-tet..."	"O=C1c2cccnc2c3nccc4c5CCCCc5nc1c34"	0	""	""	2	2	396466	""
"702644"	"702644"	"Graviquinone"	"COC(=O)\C=C\C1(O)C=CC(=O)C=C1"	0	""	""	2	2	5470526	""
"702648"	"702648"	"5-[5-(5-Formyl-2-furyl)-1-methyl-pyrrol-2-yl]furan-2-carbaldehyde"	"Cn1c(ccc1c2oc(C=O)cc2)c3oc(C=O)cc3"	0	""	""	1	1	396471	""
"702652"	"702652"	"2-[2-(Benzoyloxymethyl)-1,3-benzothiazol-6-yl]acetic acid"	"OC(=O)Cc1ccc2nc(COC(=O)c3ccccc3)sc2c1"	0	""	""	1	1	396475	""
"702655"	"702655"	"LDDHTAJMMDSEME-OKKQSCSOSA-N"	"NC([C@@H]1CC(=NO1)Br)C(=O)O"	0	""	""	2	2	6712634	""
"702684"	"702684"	"{[(4-Methylphenyl)sulfonyl]carbamoyl}sulfamic acid"	"Cc1ccc(cc1)S(=O)(=O)NC(=O)NS(=O)(=O)O"	0	""	""	1	1	396499	""
"702688"	"702688"	"5-[3-(3,4-Dichlorophenylcarbamoyl)thioureido]-1,3,4-thiadiazole-2-sulfonamide"	"NS(=O)(=O)c1nnc(NC(=S)NC(=O)Nc2ccc(Cl)c(Cl)c2)s1"	0	""	""	1	1	5470532	""
