Experiment Name	Probe Name	mirbase_name	accession	BR:MCF7	BR:MDA_MB_231	BR:HS578T	BR:BT_549	BR:T47D	CNS:SF_268	CNS:SF_295	CNS:SF_539	CNS:SNB_19	CNS:SNB_75	CNS:U251	CO:COLO205	CO:HCC_2998	CO:HCT_116	CO:HCT_15	CO:HT29	CO:KM12	CO:SW_620	LE:CCRF_CEM	LE:HL_60	LE:K_562	LE:MOLT_4	LE:RPMI_8226	LE:SR	ME:LOXIMVI	ME:MALME_3M	ME:M14	ME:SK_MEL_2	ME:SK_MEL_28	ME:SK_MEL_5	ME:UACC_257	ME:UACC_62	ME:MDA_MB_435	ME:MDA_N	LC:A549	LC:EKVX	LC:HOP_62	LC:HOP_92	LC:NCI_H226	LC:NCI_H23	LC:NCI_H322M	LC:NCI_H460	LC:NCI_H522	OV:IGROV1	OV:OVCAR_3	OV:OVCAR_4	OV:OVCAR_5	OV:OVCAR_8	OV:SK_OV_3	OV:NCI_ADR_RES	PR:PC_3	PR:DU_145	RE:786_0	RE:A498	RE:ACHN	RE:CAKI_1	RE:RXF_393	RE:SN12C	RE:TK_10	RE:UO_31
RNA: Agilent Human miRNA (V2)	hsa-miR-331-5p	hsa-mir-331	MI0000812	-4.00187	-3.52926	-4.41023	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.91625	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.53491	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-335	hsa-mir-335	MI0000816	-0.13335	-1.33938	-3.03162	-2.64151	-3.41228	1.39418	-3.09348	-3.86184	-4.30556	-0.12225	-0.12057	-1.42571	-0.51811	-2.55502	-1.76645	-1.65826	-1.28379	0.03649	-3.54526	-3.0529	-1.37984	-3.20055	-1.65529	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-1.95325	-1.98788	-0.66656	-0.56496	0.55696	-1.97991	-4.28534	-3.1765	-3.90315	-1.56521	-0.31403	-1.14752	-2.92866	-0.72436	-3.04477	-1.44057	-1.65794	-0.99951	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	1.58419	-2.93587	-2.11196
RNA: Agilent Human miRNA (V2)	hsa-miR-335*	hsa-mir-335	MI0000816	-2.96061	-3.48286	-4.41023	-3.80239	-3.41228	-0.54085	-3.09348	-3.86184	-4.30556	-3.6319	-2.27964	-3.3619	-3.25173	-3.32706	-2.92978	-4.11624	-3.68703	-1.21688	-3.54526	-3.16745	-1.33617	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.51286	-3.22795	-2.14531	-2.89084	-4.32847	-3.4968	-3.60636	-0.72368	-3.91625	-4.28534	-3.1765	-3.4132	-2.3106	-2.90504	-3.31319	-3.687	-1.73281	-3.04477	-3.92938	-3.36612	-1.73887	-3.62418	-2.89402	-3.96246	-4.35673	-3.49615	0.44976	-3.162	-3.25996
RNA: Agilent Human miRNA (V2)	hsa-miR-337-3p	hsa-mir-337	MI0000806	-4.00187	-3.52926	-1.8262	-3.48232	-3.41228	-1.69379	-3.09348	-3.86184	-1.69002	-3.69773	-3.18463	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-0.71265	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.44757	-2.60742	-3.21253	-3.19657	-4.18615	-3.22795	-2.03655	-2.63409	-4.32847	-3.4968	-3.60636	-1.71116	-2.50619	-4.28534	-3.1765	-3.03915	-4.02758	-3.0705	-3.45014	-3.7852	-3.66053	-3.04477	-3.78314	-3.36612	-4.33961	-3.62418	-2.89402	-3.52968	-4.37375	-3.49615	-4.51728	-3.0456	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-337-5p	hsa-mir-337	MI0000806	-4.00187	-3.52926	-0.82697	-3.17468	-3.41228	-0.89671	-3.00305	-2.97715	-0.14666	-3.69773	-2.38612	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.45411	-4.32847	-3.49423	-3.60636	-1.4151	-1.26463	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-3.48941	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-338-3p	hsa-mir-338	MI0000814	-0.62815	-3.52926	-4.41023	-3.80239	-2.54146	-3.63916	-3.09348	-3.86184	0.5912	-3.69773	-3.20248	-3.64656	1.73769	-3.39764	-3.31459	0.91947	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	2.93313	-3.97961	0.08658	-2.60742	-1.90245	0.72643	-1.56272	-3.22795	-3.53174	-2.89084	-4.24957	-3.4968	-3.60636	-4.37408	-3.90541	-4.28534	-3.1765	-1.0911	-3.81911	-3.0705	-3.45364	-3.7852	-3.55945	-3.04477	-2.86898	-3.36612	-4.28097	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.93489
RNA: Agilent Human miRNA (V2)	hsa-miR-338-5p	hsa-mir-338	MI0000814	-4.00187	-3.52926	-4.41023	-3.08058	-3.41228	-3.14713	-3.09348	-3.86184	-4.30556	-3.69773	-3.18653	-3.64656	-3.61457	-3.30656	-3.45342	-4.11624	-3.68703	-2.97128	-2.11056	-1.6373	-1.37984	-3.20055	-2.90483	-2.26044	-2.46349	-3.34473	-2.39793	-3.67336	-2.60742	-3.21253	-3.36034	-2.82646	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-3.05376	-3.91625	-4.28534	-1.52489	-3.90315	-2.62873	-3.0705	-3.45364	-3.7852	-2.43508	-3.04477	-3.92938	-3.36612	-2.3	-3.62418	-2.89402	-2.01625	-2.45645	-3.49615	-2.26894	-3.162	-2.35037
RNA: Agilent Human miRNA (V2)	hsa-miR-339-3p	hsa-mir-339	MI0000815	-2.50064	-3.52926	-4.29794	-3.08003	-2.67583	-3.36116	-3.09348	-2.98844	-3.8292	-3.21458	-1.82507	-3.4975	-3.42284	-3.39764	-3.45342	-3.49096	-3.42554	-3.79366	-3.23214	-2.27112	-1.37984	-3.20055	-2.36603	-2.26044	-4.10066	-3.34473	-3.72239	-3.67336	-2.60742	-3.21253	-3.36034	-4.1798	-3.22795	-3.53174	-2.89084	-4.03562	-3.4968	-3.38978	-3.23301	-2.95949	-3.68799	-3.1765	-3.90315	-3.46956	-3.0705	-3.45364	-3.6065	-3.30402	-3.04477	-3.92938	-3.29461	-4.09697	-3.48899	-2.89402	-3.86979	-4.51288	-3.49615	-3.40636	-3.06171	-3.76825
RNA: Agilent Human miRNA (V2)	hsa-miR-339-5p	hsa-mir-339	MI0000815	-3.40311	-3.52926	-4.41023	-3.80239	-3.41228	-3.19136	-3.09348	-3.73957	-4.30556	-3.44181	-2.47355	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.2844	-3.54526	-2.7674	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-4.18779	-3.91625	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.1169	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-33a	hsa-mir-33	MI0000091	-2.01922	-2.29752	-2.18766	-3.59078	-1.53238	-3.24005	-3.09348	-2.21608	-3.32428	-2.18515	-3.19063	-0.79485	-2.31456	-1.95187	-1.40386	-2.45639	-1.3442	-2.31376	-0.9998	-0.89684	-1.37984	0.14152	-0.45226	-2.14736	-2.61439	-3.28622	-1.73686	0.54535	-2.3471	-2.2258	-3.22366	-2.95949	-1.32218	-1.75007	-2.76741	-2.73041	-1.68622	-3.28381	-4.01796	-3.19051	-2.24554	-2.75921	-2.39963	-1.02519	-3.0705	-0.67812	-1.92825	-2.1349	-1.91714	-2.29748	-2.4821	-1.92136	-2.30822	-2.89402	-3.19963	-4.48314	-3.36895	-1.36973	-2.79769	-2.79321
RNA: Agilent Human miRNA (V2)	hsa-miR-33b*	hsa-mir-33b	MI0003646	-4.00187	-3.52926	-4.41023	-3.21133	-3.41228	-3.57424	-3.09348	-3.86184	-4.30556	-3.69773	-3.07793	-3.64656	-3.61457	-3.2864	-3.45342	-4.11624	-3.68703	-4.09717	-2.19238	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-3.97819	-3.34473	-3.70969	-3.12782	-2.60742	-3.21253	-3.36034	-3.6177	-3.22795	-2.90888	-2.89084	-4.32847	-3.4968	-3.60636	-4.26172	-3.91625	-4.28534	-2.94996	-3.90315	-3.65253	-3.0705	-3.45364	-3.7852	-3.32001	-3.04477	-3.92938	-3.36612	-4.26223	-3.48622	-2.89402	-3.52203	-3.984	-3.49615	-2.9171	-3.162	-3.76184
RNA: Agilent Human miRNA (V2)	hsa-miR-340	hsa-mir-340	MI0000802	-0.33678	-1.50414	-2.57372	-2.78308	-0.17787	-1.15335	-3.09348	-2.76836	-2.30019	-0.76003	-2.44165	-2.4685	-2.75879	-2.25792	-2.57255	-2.64432	-1.74572	-1.66828	-3.54526	0.61634	-1.37984	-2.10305	-2.90483	-0.92382	-2.35073	-1.39912	-0.25617	-0.71369	-0.8462	-0.93366	-1.3694	-1.28403	-0.46352	-1.2107	-1.52321	-1.54206	-1.91181	-3.525	-3.19553	-0.5086	-0.92624	-2.00602	0.42537	-1.35407	-2.805	-0.49604	-3.00459	-0.96198	-2.1602	-1.35596	-2.52591	-1.86995	-2.47979	-2.89402	-3.90478	-3.00189	-2.13606	-2.35798	-2.39673	-2.66572
RNA: Agilent Human miRNA (V2)	hsa-miR-340*	hsa-mir-340	MI0000802	-2.60384	-3.4231	-4.4041	-3.80239	-2.35691	-3.37077	-3.09348	-3.86184	-4.28746	-3.03965	-3.20248	-3.64656	-3.61457	-3.34612	-3.45342	-4.11624	-3.68703	-3.87299	-3.54526	-1.52673	-1.33392	-2.86226	-2.90483	-2.26044	-4.2572	-3.21713	-2.09097	-2.44686	-2.29926	-2.50811	-3.05167	-3.13437	-1.63723	-1.6447	-2.80315	-3.5825	-3.47376	-3.60636	-4.37408	-2.66987	-3.27297	-3.1765	-1.54079	-3.29478	-2.62692	-1.76099	-3.7852	-2.91506	-3.04477	-2.51041	-3.36612	-4.33961	-3.56146	-2.89402	-3.96246	-4.25862	-3.49615	-4.29217	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-342-3p	hsa-mir-342	MI0000805	2.72422	-0.78744	0.01754	0.56898	2.15898	1.71989	-0.51056	0.38603	0.43838	-0.32922	-0.34912	-3.64656	-3.61457	-0.88713	-3.45342	-4.11624	-3.68703	-4.38761	3.91775	2.02535	1.03164	4.52962	-2.90483	0.39719	-0.52365	-0.12582	-3.10629	-1.15167	-1.32529	0.55199	-0.5085	-0.38101	-0.37931	-0.15047	0.3737	0.03184	0.10013	-3.60636	-1.76454	0.14014	0.70134	0.28666	2.40674	0.62361	1.33924	0.08231	-3.60354	0.02092	1.49141	0.99548	1.76713	0.31213	0.78408	-0.44104	-0.88722	-1.00435	0.29764	-0.3306	0.7322	-0.84204
RNA: Agilent Human miRNA (V2)	hsa-miR-342-5p	hsa-mir-342	MI0000805	-1.51521	-3.52926	-4.41023	-3.80239	-2.43794	-3.59451	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-0.99346	-3.05011	-1.37984	-0.1339	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.91625	-3.79057	-3.1765	-2.39941	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-2.85313	-4.33961	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-345	hsa-mir-345	MI0000825	-2.75764	-3.51441	-4.37204	-2.11364	-3.41228	-2.66565	-3.09348	-3.86184	-4.11627	-3.69773	-3.20248	-3.58069	-3.08965	-3.39764	-3.45342	-4.11624	-3.68703	-3.61068	-1.25673	-2.54524	-1.37984	-3.08598	-1.86721	-2.26044	-3.17102	-3.34473	-3.79509	-3.67336	-2.60742	-3.21253	-3.36034	-3.3065	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-4.14863	-3.91625	-4.28534	-3.1765	-2.26248	-2.26427	-3.0705	-3.45364	-3.7852	-3.14534	-3.04477	-3.92938	-3.36612	-4.25437	-3.62418	-2.89402	-3.95467	-4.46664	-3.49615	-4.14297	-3.162	-3.96367
RNA: Agilent Human miRNA (V2)	hsa-miR-34a	hsa-mir-34a	MI0000268	1.95768	-1.52096	-1.93477	-1.8377	3.41871	-3.63916	-3.09348	-3.00821	0.4912	-2.72794	-1.90976	2.11101	-3.61457	1.65626	0.25535	1.25021	0.04737	-2.44564	-3.54526	-3.16745	-1.37984	0.47812	0.43669	2.715	1.58685	4.01313	-3.12872	0.17105	3.73974	3.08385	4.99965	2.63454	-3.22795	-3.24449	3.10858	0.06355	0.40668	1.7404	3.0397	3.44458	2.34244	1.55933	-3.83015	2.97434	0.60261	0.99105	0.29375	-3.06014	-3.04477	-2.5198	-1.73697	0.2661	-0.3872	2.67152	3.00265	1.58325	2.73576	-4.32558	3.41845	2.85258
RNA: Agilent Human miRNA (V2)	hsa-miR-34a*	hsa-mir-34a	MI0000268	-3.69514	-3.52926	-4.41023	-3.80239	-2.18718	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.36638	-3.61457	-3.02096	-3.45342	-4.09702	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-3.53429	-2.56359	-3.97961	-3.67336	-2.44639	-2.9162	-0.86394	-2.44034	-3.22795	-3.53174	-2.6431	-4.32847	-3.4968	-3.60636	-1.81935	-1.57453	-3.41169	-3.12621	-3.90315	-1.61359	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-1.81535	-3.10397	-3.31783	-4.54925	-2.50149	-1.89371
RNA: Agilent Human miRNA (V2)	hsa-miR-34b	hsa-mir-34b	MI0000742	-4.00187	-3.09273	-4.18351	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.33336	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.55468	-2.60742	-3.21253	-2.93652	-4.60066	-3.22795	-2.23875	-2.77479	-4.32847	-3.4968	-2.47596	-4.37408	-3.91625	-4.28534	-3.1765	-3.62923	-4.02758	-3.0705	-3.45364	-3.7852	-2.44087	-3.04477	-2.87463	-3.36612	-2.68469	-3.62418	-2.89402	-1.91111	-4.51288	-3.49615	-3.60248	-3.162	-3.94708
RNA: Agilent Human miRNA (V2)	hsa-miR-34b*	hsa-mir-34b	MI0000742	-2.24833	0.25583	-1.06684	-3.80239	-0.64213	-3.63916	-3.09348	-3.86184	-1.53104	-3.69773	-3.20248	-2.06202	-3.61457	-2.27319	-3.43246	-3.02234	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-1.80526	-0.05373	-3.97961	-0.03441	-1.05403	-1.89406	2.0124	-0.91315	-3.22795	-3.53174	-0.5735	-4.08778	-1.56536	0.85603	-0.24419	-0.35355	-1.63997	-0.3446	-3.90315	-0.54071	-3.0705	-3.45364	-3.7852	0.18214	-3.04477	0.18555	-3.36612	0.44907	-3.62418	-0.36071	1.78757	-1.13604	-1.10692	-1.09213	-0.70167	0.72772
RNA: Agilent Human miRNA (V2)	hsa-miR-34c-5p	hsa-mir-34c	MI0000743	-4.00187	-0.69503	-2.24884	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	-2.75173	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-1.08858	-2.60742	-3.21253	-1.16331	-4.65498	-3.22795	-3.53174	-2.82802	-4.32847	-2.89958	-0.10692	-4.37408	-3.65304	-4.28534	-2.21336	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-0.75254	-3.04477	-0.87353	-3.36612	-0.80907	-3.62418	-1.76989	0.48307	-4.51288	-2.91118	-2.03691	-2.38216	-1.94017
RNA: Agilent Human miRNA (V2)	hsa-miR-361-3p	hsa-mir-361	MI0000760	-3.2383	-2.35238	-3.11378	-2.11367	-3.30266	-2.89891	-2.36202	-0.7673	-1.46446	-2.04036	-0.56461	-1.36133	-0.36791	-2.80807	-2.80063	-1.77116	-2.06211	-1.98541	-1.71538	-1.21758	-1.37984	-1.71444	-1.45019	-2.26044	-1.62613	0.20657	-1.36389	-0.5046	-0.87882	-1.33084	-0.2539	-2.28526	-1.13631	-1.80747	-1.50242	-1.63663	-2.08419	-2.16899	-2.34654	-1.20577	-2.0787	-2.15824	-2.64997	-1.96428	-1.91497	-2.77123	-2.7942	-3.07884	-1.32215	-2.50599	-1.09497	-1.80931	-3.29254	-1.27983	-3.17953	-2.78882	-1.9781	-1.89724	-2.93468	-2.93658
RNA: Agilent Human miRNA (V2)	hsa-miR-361-5p	hsa-mir-361	MI0000760	-0.15058	0.68487	-0.7179	0.36365	0.36602	-0.02065	0.31434	0.51154	0.50121	0.67307	1.51388	0.57735	-0.05039	-0.45608	-0.16665	0.29403	0.05849	0.67767	1.16189	1.58349	-1.1461	1.6715	0.7101	-0.07194	0.12113	-0.22721	0.65803	1.74106	-0.11554	0.17666	-0.5337	0.40318	1.02234	0.82533	0.02902	0.37629	0.66262	0.52142	-0.47745	0.72128	0.69441	-0.04641	1.19049	0.7164	1.03415	0.40276	-0.04692	-0.56484	1.04947	0.01956	1.67278	-0.49552	0.49129	0.76591	-0.38618	0.0575	0.06331	0.47597	0.48586	-0.36524
RNA: Agilent Human miRNA (V2)	hsa-miR-362-3p	hsa-mir-362	MI0000762	-3.08568	-2.87834	-3.44137	-1.43997	-1.54238	-1.93837	-2.25878	-3.13954	-1.58068	-1.982	-2.96841	-1.36067	-1.00102	-2.26373	-3.09236	-4.11624	-0.94524	-2.22115	-2.29057	-1.61896	-1.37984	-1.28928	-2.15116	-2.26044	-3.77766	0.39662	-0.60118	0.08864	0.25907	0.39333	0.15799	-0.6006	0.60941	0.14213	-2.0051	-1.99883	-3.30403	-2.54959	-0.53738	-1.10272	-2.08742	-2.34087	-0.39278	-1.86521	-3.00027	-2.92929	-3.13727	-3.47434	-2.37452	-3.92938	-1.3559	-2.41009	-3.06365	-2.89402	-3.96246	-4.20368	-2.79665	-0.94193	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-362-5p	hsa-mir-362	MI0000762	-2.51505	-3.06974	-3.81382	-0.6472	-1.01582	-2.06274	-2.95463	-3.42078	-2.04612	-2.95606	-3.20248	-1.0996	-1.49277	-2.90689	-3.0671	-3.94803	-0.53725	-2.48481	-2.49055	-1.75343	-1.37984	-1.47499	-2.03365	-2.26044	-3.33359	-0.41963	-0.71369	-0.10802	-0.3231	0.12835	-0.65895	-0.82703	0.79463	0.29795	-2.60076	-2.3104	-3.4968	-2.50665	-0.32598	-0.96546	-1.85068	-2.30248	-0.4184	-1.77069	-2.24905	-3.13703	-2.54443	-3.62272	-2.6028	-3.92938	-1.15967	-2.51277	-3.18581	-2.89402	-3.96246	-4.24903	-2.7205	-1.58091	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-363	hsa-mir-363	MI0000764	-4.00187	-3.52926	-4.41023	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	1.06667	1.14777	2.12916	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	3.86847	-3.16745	-1.37984	3.17019	-2.90483	-2.26044	-4.2572	2.47584	2.769	0.37047	-2.60742	-3.21253	4.55478	-4.65498	4.53919	3.94069	-2.89084	-4.20264	-3.4968	-3.60636	-4.37408	-0.87957	-0.95295	-3.1765	5.24944	-1.79951	-3.0705	-3.45364	-2.02806	1.25058	-3.04477	1.51088	-3.36612	-3.61668	-3.62418	-0.42514	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-365	hsa-mir-365-1	MI0000767	3.45265	1.07724	2.93947	2.15197	4.80411	1.40812	1.57512	3.5343	1.54668	1.15513	0.59266	-2.26737	1.01969	0.53989	1.53123	1.19834	0.51865	-0.85889	-3.21575	-1.74083	0.79831	-2.90568	2.02241	-2.23398	1.92411	2.03826	2.96997	1.88209	0.98316	0.1283	0.5629	2.44675	1.32765	1.54891	3.76616	3.7268	3.07572	2.19586	4.2009	1.77769	4.10493	3.2192	1.13299	2.38876	0.97886	1.79968	0.23414	3.53365	3.55249	3.24612	1.22875	2.33221	3.0682	3.64923	2.2736	2.8822	3.1628	3.33446	2.47645	1.20147
RNA: Agilent Human miRNA (V2)	hsa-miR-365(2)	hsa-mir-365-2	MI0000769	3.45265	1.07724	2.93947	2.15197	4.80411	1.40812	1.57512	3.5343	1.54668	1.15513	0.59266	-2.26737	1.01969	0.53989	1.53123	1.19834	0.51865	-0.85889	-3.21575	-1.74083	0.79831	-2.90568	2.02241	-2.23398	1.92411	2.03826	2.96997	1.88209	0.98316	0.1283	0.5629	2.44675	1.32765	1.54891	3.76616	3.7268	3.07572	2.19586	4.2009	1.77769	4.10493	3.2192	1.13299	2.38876	0.97886	1.79968	0.23414	3.53365	3.55249	3.24612	1.22875	2.33221	3.0682	3.64923	2.2736	2.8822	3.1628	3.33446	2.47645	1.20147
RNA: Agilent Human miRNA (V2)	hsa-miR-370	hsa-mir-370	MI0000778	-4.00187	-3.52926	-3.01181	-3.02804	-3.41228	-2.58011	-3.09348	-3.79816	-2.14585	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-2.29702	-3.16745	-1.37984	-3.20055	-2.56092	-2.26044	-3.52723	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.13741	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-3.17248	-3.45223	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.54881	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-3.8792	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-371-5p	hsa-mir-371	MI0000779	-2.13189	-0.74325	-2.62822	-0.57032	-1.77938	-1.28457	-1.23523	-2.24253	-2.19082	-1.8864	-1.05134	-2.03223	-0.46365	-1.08419	-0.89844	-3.26417	-2.48548	-1.68761	-0.07084	-2.31458	-1.27502	-3.20055	-1.21972	-2.15658	0.4333	-1.86432	-0.8454	-2.80893	-2.32837	-0.55392	-1.88436	-1.57749	-2.44306	-2.62909	-2.66168	-3.13908	-2.4149	-2.01351	-1.81017	-3.13524	-3.14457	-0.75271	-3.28894	-1.45866	-3.0599	-2.39286	-3.5499	-0.14033	-2.11658	-2.18154	-2.26364	-1.29801	-3.06004	-2.27003	-0.14006	-1.09124	-2.09582	-0.83224	-2.18716	-0.65442
RNA: Agilent Human miRNA (V2)	hsa-miR-374a	hsa-mir-374	MI0000782	1.51402	2.24893	1.4298	-0.0232	2.33992	1.73379	1.86257	2.00092	2.07783	2.99283	2.15848	1.86592	2.02183	1.23177	1.09691	1.83491	1.6888	2.07135	0.6589	2.62061	1.61667	2.25877	1.82329	1.81201	1.14437	1.54789	2.20661	1.68837	1.03106	1.36283	1.62098	1.12085	1.42725	1.14007	2.77658	2.19289	2.23048	1.95275	0.82492	2.6827	1.85215	1.92781	2.57779	1.47787	0.60909	1.53058	0.70752	1.18278	1.77695	1.30991	2.36544	1.20713	2.12683	1.11877	-0.23496	1.09865	1.2048	1.72132	0.769	0.84658
RNA: Agilent Human miRNA (V2)	hsa-miR-374b	hsa-miR-374b	MI0005566	1.21321	1.09054	0.4188	-0.50577	1.95144	-0.14859	0.47501	0.90337	0.86234	2.18743	1.03757	0.63288	1.52584	0.1606	0.14841	1.01823	1.22649	1.32638	-0.19219	1.59643	1.14191	1.60264	0.9784	1.59812	0.27392	0.91851	0.94594	1.02701	0.36084	0.77519	0.58791	0.24029	0.92513	0.8036	1.9681	1.60591	1.10556	1.56999	0.22183	2.34179	1.22678	1.35495	2.18811	0.87083	1.09193	0.64025	0.3727	-0.07293	0.9362	0.40681	2.00879	0.70926	1.64819	0.07459	-0.58887	0.68899	0.63353	0.71718	0.50452	0.35503
RNA: Agilent Human miRNA (V2)	hsa-miR-375	hsa-mir-375	MI0000783	2.34886	-3.52926	-4.41023	-3.80239	1.95825	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-2.44325	-1.86374	-3.23495	0.85129	-0.32018	-2.19166	2.6097	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.89084	-2.13541	-3.4968	-3.60636	-4.37408	-3.72134	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.00585	-3.92938	-1.65996	-4.33961	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-376a	hsa-mir-376a-2	MI0003529	-2.9123	-3.52926	0.99761	-1.04882	-3.41228	1.43598	-0.1635	-0.94341	1.69644	-2.19832	-0.42573	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.65245	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-0.30593	-4.32847	-1.53384	-3.60636	1.29979	0.9381	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.35658	-4.33961	-3.62418	-2.89402	-0.25438	-4.51288	-3.11459	-4.54925	-3.162	-3.99791
